carat,cut,color,clarity,depth,table,price,x,y,z
1.24,Ideal,E,SI2,59.2,55,5444,7.05,7.03,4.17
0.7,Very Good,F,VS2,61.6,60,2737,5.59,5.65,3.46
0.57,Ideal,E,VS1,61.6,56.9,2030,5.29,5.36,3.28
0.23,Very Good,E,VVS2,61.6,60,505,3.97,3.99,2.45
1.01,Ideal,G,SI2,59.3,60,4556,6.54,6.58,3.89
0.32,Ideal,H,VS1,62.1,55,524,4.39,4.4,2.73
0.4,Good,G,SI2,60.6,55.8,672,4.76,4.82,2.91
0.51,Very Good,G,VVS2,63.3,58,1895,5.07,5.04,3.2
0.32,Ideal,F,IF,61.9,55,915,4.38,4.44,2.73
0.59,Ideal,E,SI1,62.9,57,1789,5.36,5.33,3.36
1,Ideal,G,VS1,62.6,56,6377,6.39,6.36,3.99
0.41,Ideal,F,SI1,62.7,57,755,4.7,4.74,2.96
1.14,Ideal,F,VVS1,60.1,60,11226,6.79,6.83,4.09
0.3,Ideal,F,SI1,62.7,54,470,4.29,4.32,2.7
0.6,Ideal,F,VVS2,61.8,57,2298,5.36,5.42,3.33
0.41,Very Good,E,VS1,63.4,55,1160,4.7,4.73,2.99
0.32,Premium,H,IF,61.8,58,979,4.39,4.35,2.7
1,Ideal,G,SI1,61.6,55,4956,6.51,6.41,3.98
0.25,Ideal,G,SI1,62.3,57,407,4.03,4.09,2.53
1.68,Ideal,E,SI2,60.4,55,11781,7.7,7.79,4.68
0.32,Ideal,F,VVS1,62.6,56,913,4.37,4.41,2.75
0.51,Very Good,F,VS2,61,58,1569,5.1,5.17,3.13
0.28,Premium,E,VVS1,61.3,60,646,4.18,4.21,2.57
1.04,Very Good,E,SI1,62.8,59,5689,6.46,6.41,4.04
2.01,Fair,I,SI2,66.5,61,10671,7.81,7.75,5.17
0.56,Premium,D,VS2,61.5,58,1910,5.28,5.33,3.26
0.71,Premium,I,VS1,62.5,59,2202,5.75,5.71,3.58
1.11,Good,H,SI1,64.2,58,4606,6.53,6.47,4.17
0.7,Good,D,VS2,64.1,59,3087,5.49,5.56,3.54
1.07,Ideal,H,VS2,61.8,56,5108,6.52,6.55,4.04
0.7,Fair,D,SI1,66.5,55,2339,5.51,5.47,3.65
1.02,Premium,F,SI2,62.5,60,4541,6.43,6.36,4
1.51,Premium,H,SI2,61.6,60,10485,7.34,7.27,4.5
1.03,Premium,F,SI1,58.6,62,5087,6.65,6.6,3.88
2.28,Ideal,J,VS1,62.6,54.2,16592,8.37,8.41,5.25
0.7,Ideal,D,VS1,62.3,55,3840,5.64,5.68,3.53
1.13,Ideal,H,SI1,62.3,56,5384,6.66,6.69,4.16
1.01,Premium,H,I1,60.1,58,2520,6.49,6.44,3.89
1.01,Ideal,E,SI2,62.1,56,4355,6.39,6.43,3.98
1.02,Premium,G,VS2,61.5,59,5250,6.4,6.45,3.95
0.48,Ideal,G,VS1,61.9,55,1615,5.02,5.06,3.12
0.38,Ideal,F,IF,61,56,1193,4.68,4.7,2.86
0.23,Very Good,E,VVS2,61.1,58,505,3.93,3.99,2.42
1.01,Very Good,E,SI1,63.1,57,5973,6.4,6.37,4.03
0.38,Ideal,D,VS1,62.2,57,1067,4.63,4.66,2.89
1.01,Very Good,G,VS2,63.1,59,6108,6.4,6.37,4.03
0.9,Very Good,D,SI1,61.6,54,3880,6.18,6.25,3.83
1.32,Very Good,I,VS2,60.5,59,7125,7.02,7.06,4.26
0.36,Ideal,H,VS2,61.4,57,587,4.59,4.63,2.83
0.33,Very Good,E,SI1,62.7,56,579,4.39,4.45,2.77
0.28,Ideal,E,VVS2,62.1,56,646,4.19,4.21,2.61
0.38,Very Good,I,VVS1,63.5,57,752,4.6,4.63,2.93
1.01,Very Good,H,SI1,61.9,59,5026,6.4,6.43,3.97
0.77,Very Good,F,VS2,62.6,55,3692,5.85,5.88,3.67
0.71,Ideal,H,VS2,60.9,55,2450,5.76,5.74,3.5
0.31,Premium,G,VVS1,60.7,58,816,4.37,4.4,2.66
0.3,Ideal,H,VVS2,61.3,57,776,4.33,4.31,2.65
1.5,Premium,G,SI2,61.8,60,6224,7.28,7.25,4.49
1.51,Very Good,H,SI2,60.4,59,7723,7.27,7.3,4.4
0.53,Ideal,G,VVS2,61.9,54,1867,5.2,5.23,3.23
0.71,Premium,I,VVS2,61.9,60,2428,5.69,5.75,3.54
0.5,Good,F,VS1,61.5,61,1613,5.01,5.07,3.1
0.52,Ideal,F,VS2,62.5,54,1720,5.17,5.14,3.22
0.32,Good,D,SI1,63.2,54,589,4.36,4.38,2.76
0.56,Ideal,G,SI2,61,57,1127,5.34,5.32,3.25
0.77,Ideal,G,VS2,62.1,56,3544,5.84,5.88,3.64
1.25,Ideal,I,VS2,60,57,4795,7.07,7.02,4.23
0.42,Very Good,E,VS2,61.9,59,958,4.75,4.81,2.96
0.32,Ideal,D,SI2,61.7,55,477,4.38,4.4,2.71
1.51,Very Good,G,VS2,63.5,59,12906,7.2,7.13,4.55
0.74,Ideal,J,VS1,61.7,57,2468,5.79,5.84,3.59
0.5,Ideal,G,VVS2,62.2,56,1842,5.08,5.11,3.17
1.1,Ideal,E,SI2,61.6,56,5174,6.64,6.61,4.08
0.54,Ideal,D,SI1,60.8,57,1786,5.31,5.25,3.21
0.7,Fair,D,VS2,65.2,59,2560,5.58,5.55,3.63
1.22,Ideal,G,VS2,60.1,57,9954,6.96,7.01,4.2
1.52,Premium,F,VS2,60.9,61,13919,7.46,7.28,4.49
1.01,Premium,D,VS1,61.6,58,8823,6.44,6.42,3.96
0.7,Premium,I,VS2,61,59,1814,5.71,5.66,3.47
0.39,Very Good,D,VS1,61.7,59,876,4.64,4.69,2.88
1.56,Ideal,F,SI1,61.2,57,11047,7.48,7.52,4.59
0.39,Very Good,G,VS1,61.7,62,741,4.65,4.69,2.88
0.41,Ideal,E,VS2,62.3,54,875,4.74,4.8,2.97
1.51,Good,H,SI2,61,56,8243,7.29,7.37,4.47
2,Good,E,SI2,64.7,57,15393,7.75,7.86,5.05
1.23,Premium,H,SI1,62.1,58,5183,6.85,6.78,4.23
1.02,Very Good,E,VS2,63.3,57,6582,6.37,6.43,4.05
1.51,Very Good,G,SI1,63.4,58,9664,7.19,7.3,4.59
1.5,Fair,H,SI1,66.1,57,7832,7.06,6.98,4.64
0.8,Good,G,SI1,62.7,57,2810,5.84,5.93,3.69
0.51,Ideal,E,SI1,61.3,55,1546,5.17,5.11,3.15
0.51,Premium,F,VS1,60.3,57,1799,5.22,5.2,3.14
0.42,Ideal,I,IF,62,54,961,4.82,4.85,3
0.81,Very Good,E,SI2,63.7,57,2735,5.86,5.94,3.76
1.11,Premium,F,SI1,60.1,61,5483,6.74,6.64,4.06
0.51,Fair,J,VS2,65.3,55,996,4.97,4.96,3.24
1.54,Premium,H,I1,62,60,5071,7.4,7.32,4.56
1.01,Good,F,SI2,58.2,61,4140,6.47,6.53,3.78
1.02,Ideal,H,SI2,58.8,57,3142,6.61,6.55,3.87
1.51,Good,G,VVS2,63.8,59,13275,7.28,7.24,4.63
0.79,Ideal,E,VS2,62.2,55,3861,5.97,5.9,3.69
0.3,Premium,E,VS2,61.7,60,731,4.31,4.28,2.65
1.6,Ideal,F,VS2,60.2,55.5,16240,7.6,7.66,4.59
0.5,Very Good,E,VS2,62.8,57,1624,5.04,5.12,3.19
0.7,Ideal,F,VS2,61,55,3468,5.74,5.79,3.52
1.39,Premium,G,SI1,61.3,59,7991,7.24,7.15,4.41
0.42,Ideal,I,VVS1,60.2,57,884,4.85,4.88,2.93
0.31,Ideal,E,VVS2,61.6,55,791,4.37,4.4,2.7
1.14,Very Good,G,VS2,63.2,56,6435,6.67,6.63,4.2
0.52,Premium,D,SI2,62.4,59,1385,5.15,5.05,3.18
0.31,Ideal,D,VS2,62,55,734,4.36,4.38,2.71
0.25,Very Good,E,VVS2,61.9,59,575,3.99,4.02,2.48
1.01,Ideal,F,VS2,62.5,55,7338,6.38,6.41,4
0.54,Ideal,F,SI2,62.2,56,1065,5.21,5.24,3.25
0.9,Premium,G,SI1,62.9,58,3774,6.11,6.02,3.82
1.2,Ideal,J,VS1,61.3,56,5534,6.83,6.87,4.2
0.64,Ideal,G,IF,61.7,58,2960,5.52,5.56,3.42
0.3,Ideal,D,VS2,61.5,55,911,4.35,4.3,2.66
1.2,Premium,D,VVS1,62.1,59,15686,0,0,0
0.31,Ideal,F,VVS1,61.8,56,884,4.33,4.37,2.69
0.33,Ideal,H,VVS2,61.6,55,633,4.48,4.51,2.77
0.33,Ideal,F,VVS1,62.5,54,880,4.43,4.46,2.78
1.2,Premium,H,SI1,61,58,6129,6.92,6.84,4.2
0.26,Good,D,VVS2,63.6,56,564,4.06,4.09,2.59
0.41,Ideal,D,SI2,62.6,57,656,4.72,4.77,2.97
0.63,Ideal,F,VVS2,61.9,57,2835,5.47,5.51,3.4
0.36,Ideal,E,VS1,61.8,54,835,4.56,4.6,2.83
0.31,Premium,J,SI1,62.7,59,465,4.32,4.29,2.7
0.26,Ideal,H,VVS1,61.2,56,600,4.16,4.11,2.53
0.9,Ideal,E,VS1,61.3,57,5335,6.2,6.24,3.81
0.3,Ideal,E,VS2,61.5,55,844,4.33,4.29,2.65
1.51,Fair,G,VS1,64.9,55,11739,7.25,7.14,4.67
0.34,Ideal,I,SI1,62.8,57,589,4.45,4.43,2.79
0.32,Ideal,E,VS2,62,55,900,4.41,4.39,2.73
0.36,Ideal,F,SI1,61.5,57,770,4.59,4.55,2.81
1.01,Very Good,J,SI1,62.8,57,3998,6.37,6.41,4.01
1.13,Premium,D,SI2,58.3,60,3883,6.83,6.78,3.97
1.24,Ideal,I,SI2,61.8,58,5866,6.85,6.9,4.25
0.29,Very Good,E,VS1,61.9,55,555,4.28,4.33,2.66
0.9,Very Good,D,SI1,61.1,63,4068,6.17,6.21,3.78
0.46,Ideal,F,SI2,62.1,54.7,851,4.95,4.98,3.08
0.91,Premium,F,SI2,63,59,3346,6.17,6.12,3.87
1.01,Very Good,I,SI2,63.1,54,3818,6.39,6.35,4.02
1.01,Ideal,G,VS1,61.8,57,6499,6.4,6.45,3.97
1.01,Ideal,F,I1,62.2,54,3377,6.42,6.44,4
1.01,Very Good,G,VS1,63.2,58,6618,6.38,6.34,4.02
0.38,Premium,I,SI2,62.7,58,641,4.61,4.57,2.88
1.01,Very Good,D,VVS2,59.8,57,10499,6.49,6.58,3.91
0.7,Very Good,G,VVS2,63.6,57,2681,5.59,5.63,3.57
1.04,Ideal,G,VVS2,62.1,55.1,8012,6.5,6.51,4.04
1.2,Ideal,G,VS2,61.9,56,7548,6.86,6.81,4.23
0.5,Good,F,VS1,56.4,62,1390,5.31,5.22,2.97
1.06,Premium,F,SI2,62.4,58,4372,6.5,6.54,4.07
0.75,Ideal,I,VS1,61.1,59,2659,5.85,5.87,3.58
1.5,Very Good,E,VS2,62.1,60,14256,7.27,7.31,4.53
0.31,Very Good,H,VS1,61.4,61,544,4.33,4.36,2.67
0.37,Good,F,SI1,63.7,55,738,4.59,4.55,2.91
1.51,Ideal,I,SI2,61.2,58,7362,7.33,7.42,4.51
0.24,Ideal,F,VVS2,61.7,55,678,3.99,4.02,2.47
1.04,Very Good,D,VVS2,58.3,61,9254,6.63,6.69,3.88
1.05,Premium,F,SI1,62.8,59,4879,6.43,6.4,4.03
0.71,Premium,I,VS2,62.1,59,2294,5.7,5.73,3.55
1.01,Good,G,SI1,63.2,55,4326,6.32,6.4,4.02
1,Premium,H,SI1,62.7,58,4724,6.41,6.32,3.99
0.7,Very Good,H,VVS2,62.5,55,2558,5.65,5.68,3.54
0.9,Ideal,H,SI2,62,57,3578,6.17,6.19,3.83
0.44,Very Good,H,SI1,63.5,57,941,4.85,4.82,3.07
0.31,Premium,G,VVS1,60.7,58,1046,4.4,4.37,2.66
1.28,Premium,J,SI2,62.3,58,4636,6.94,6.89,4.31
1.01,Very Good,E,VS2,62.9,57,6488,6.37,6.43,4.02
1.5,Very Good,J,SI1,62.7,58,6987,7.22,7.26,4.54
1.1,Very Good,D,SI2,58.6,63,4361,6.76,6.69,3.94
0.91,Very Good,D,SI1,62.8,57,4303,6.12,6.17,3.86
1.23,Good,H,SI1,63.9,56,5889,6.81,6.77,4.34
0.47,Premium,G,VS2,61,59,1116,5.03,5,3.06
0.42,Premium,G,VS2,60.6,58,847,4.83,4.88,2.94
0.5,Good,F,VS2,63.6,58,1433,5.05,5.02,3.2
1.23,Good,H,SI1,63.7,59,5490,6.76,6.71,4.29
1.55,Ideal,I,VS1,61.9,55,10869,7.43,7.46,4.61
1.31,Premium,H,SI1,62.4,58,7527,7.02,6.96,4.36
0.53,Ideal,F,VVS1,61.6,56,2896,5.18,5.24,3.21
0.91,Good,G,SI1,57.7,58,5394,6.33,6.4,3.67
1.35,Premium,G,VS2,61.1,58,9580,7.16,7.12,4.36
0.72,Ideal,I,VVS2,62.4,53,2340,5.75,5.78,3.6
1,Ideal,F,VVS2,59.7,60,9014,6.48,6.52,3.88
1.01,Premium,F,VS2,62.3,58,6244,6.34,6.4,3.97
0.33,Premium,G,VS2,60,58,743,4.49,4.47,2.69
0.76,Premium,I,VVS1,58.8,59,2790,6,5.94,3.51
0.54,Ideal,I,IF,61.6,53,1647,5.26,5.3,3.25
1.21,Ideal,E,VS1,62.4,57,10351,6.75,6.83,4.24
0.33,Premium,G,VS1,61.9,59,666,4.43,4.45,2.75
0.31,Ideal,G,VVS2,62.2,53,647,4.36,4.39,2.72
0.3,Very Good,E,SI1,63.4,56,675,4.25,4.23,2.69
0.41,Good,F,SI1,63.9,56,969,4.74,4.68,3.01
2.74,Very Good,J,SI2,61.5,62,17164,8.87,8.9,5.46
0.9,Very Good,I,SI1,63.2,56,3120,6.15,6.12,3.88
0.9,Good,F,SI1,62.8,64,3659,6.18,5.99,3.82
1.07,Premium,E,VS2,59.3,56,7670,6.71,6.69,3.97
0.56,Ideal,E,VS1,61.3,55,1930,5.29,5.32,3.25
0.5,Ideal,G,VVS2,61.8,54,1766,5.11,5.15,3.17
2,Fair,H,SI1,65.1,56,14430,7.86,7.77,5.09
0.91,Very Good,G,SI1,62.2,57,3884,6.12,6.17,3.82
1.53,Premium,H,VVS2,60.4,60,12092,7.46,7.41,4.49
0.3,Very Good,H,SI1,62.9,56,421,4.28,4.31,2.7
0.42,Very Good,D,VVS1,61.4,55,1197,4.82,4.86,2.97
0.71,Very Good,G,VS1,63.5,56,2368,5.67,5.63,3.59
0.32,Ideal,D,VS2,62.3,57,758,4.39,4.41,2.74
0.38,Very Good,F,VS1,60.2,58,871,4.71,4.73,2.84
0.3,Ideal,H,VVS2,62.1,54,590,4.32,4.35,2.69
0.31,Ideal,E,VS2,61.5,56,680,4.34,4.37,2.68
1.24,Premium,H,SI2,62.1,58,4854,6.92,6.88,4.28
1.13,Premium,F,SI1,60.6,60,5581,6.76,6.67,4.07
2.24,Very Good,H,SI2,62.3,57,16077,8.3,8.36,5.19
1.01,Premium,H,SI2,59.4,59,4072,6.56,6.53,3.89
0.34,Ideal,H,VS2,61.8,55,517,4.49,4.51,2.78
0.42,Premium,F,SI1,61.5,58,773,4.8,4.83,2.96
1.01,Very Good,I,SI1,62,58,3832,6.43,6.47,4
0.23,Very Good,E,VVS2,61.8,58,530,3.92,3.94,2.43
0.36,Very Good,G,SI1,63.3,56,689,4.53,4.5,2.86
0.3,Ideal,H,VS2,62.1,55,491,4.33,4.36,2.7
0.9,Very Good,D,VS2,63.3,59,4981,6.12,6.17,3.89
0.27,Ideal,I,VS1,62,56,432,4.16,4.19,2.59
0.3,Very Good,E,SI1,59.7,59.9,526,4.36,4.4,2.61
0.75,Good,G,SI2,63.9,62,2115,5.66,5.61,3.6
1.01,Good,E,SI1,64.3,59,4181,6.31,6.28,4.05
1.15,Ideal,I,SI2,61.3,57,5216,6.78,6.71,4.13
1.22,Premium,H,VS2,62.4,58,6934,6.84,6.79,4.25
0.51,Ideal,H,SI1,61.3,57,1161,5.1,5.14,3.14
1.01,Ideal,D,VS2,60.6,57,7602,6.54,6.46,3.94
1.51,Very Good,E,VS2,60.8,60,14338,7.3,7.36,4.46
1.23,Ideal,H,SI2,62.1,56,6199,6.85,6.82,4.24
0.3,Ideal,H,SI1,61.3,58,450,4.3,4.34,2.65
0.52,Ideal,H,VS2,61.7,55,1689,5.2,5.23,3.22
0.72,Very Good,F,VS2,63.6,58,2787,5.66,5.69,3.61
0.59,Very Good,I,VS2,61.2,57,1445,5.4,5.42,3.31
0.91,Ideal,E,SI1,61,57,4706,6.27,6.32,3.84
1.17,Ideal,F,SI1,61.1,56,6828,6.77,6.82,4.15
0.75,Ideal,E,SI1,61.4,57,2831,5.82,5.87,3.59
0.96,Premium,H,SI2,59.4,56,3690,6.47,6.42,3.83
0.52,Very Good,F,VS2,61.9,59,1550,5.11,5.14,3.17
1.62,Premium,F,VS2,61.1,60,14826,7.56,7.57,4.62
1.7,Ideal,I,VS1,60.1,57,12209,7.8,7.77,4.68
0.28,Very Good,H,VVS2,62,55,522,4.21,4.23,2.62
1.2,Ideal,G,VVS1,62.2,57,9009,6.77,6.81,4.22
0.44,Ideal,D,VVS2,61.8,54.8,1408,4.89,4.92,3.03
0.51,Ideal,D,VS2,61.9,55,1597,5.15,5.19,3.2
0.32,Premium,E,SI2,61.2,58,449,4.39,4.44,2.7
0.32,Ideal,G,VS1,61.3,55,707,4.45,4.43,2.72
0.33,Very Good,G,VS1,62.9,57,666,4.38,4.43,2.77
1.07,Ideal,F,SI2,62,56,5077,6.51,6.55,4.09
0.9,Very Good,G,SI1,62.4,59,4320,6.1,6.15,3.82
1.24,Premium,G,IF,60.5,60,10508,6.95,6.91,4.19
0.96,Ideal,G,SI2,61.7,57,3858,6.35,6.3,3.9
0.71,Good,D,SI1,64.1,56,2547,5.63,5.6,3.6
1.72,Good,G,SI2,62.8,59.3,10084,7.55,7.62,4.76
2.01,Good,H,VS2,64.1,59,18474,7.91,7.85,5.05
0.45,Very Good,D,VS2,62.9,58.4,1311,4.83,4.86,3.04
0.3,Ideal,F,VVS1,62.2,56,814,4.28,4.3,2.67
0.57,Ideal,E,VS2,61.8,55,1851,5.34,5.38,3.31
0.57,Very Good,H,VVS2,60.2,56,1726,5.41,5.44,3.27
0.35,Ideal,D,VVS1,62,54,1266,4.56,4.57,2.83
0.33,Ideal,G,VVS1,60.9,56.7,806,4.47,4.49,2.73
0.5,Premium,H,SI1,59,59,1156,5.22,5.18,3.07
0.57,Ideal,H,VS1,61,57,1922,5.37,5.34,3.26
0.78,Ideal,G,SI1,61.7,56,3056,5.9,5.93,3.65
1.51,Premium,H,VS2,61.5,58,10548,7.45,7.32,4.45
1.67,Ideal,H,VS2,62.6,56,13063,7.57,7.55,4.73
0.32,Ideal,I,IF,61.7,55,655,4.4,4.42,2.72
0.9,Very Good,D,SI1,63.4,57,4447,6.13,6.1,3.88
0.4,Ideal,E,VVS2,61.7,57,1056,4.77,4.73,2.93
1.13,Premium,G,VVS2,61.4,58,7875,6.68,6.73,4.12
1.05,Ideal,G,SI1,62.3,55,5361,6.47,6.54,4.05
0.52,Ideal,F,VS1,62,57,1872,5.16,5.13,3.19
0.5,Ideal,E,VS1,62.3,55,1603,5.09,5.12,3.18
0.93,Good,D,SI2,64.5,58,3839,6.11,6.14,3.95
0.33,Ideal,F,VVS2,61.4,55,761,4.48,4.51,2.76
0.59,Ideal,E,VS2,60.2,59,1941,5.47,5.49,3.3
0.9,Premium,H,VS2,61.2,61,3810,6.21,6.14,3.78
0.92,Good,D,SI2,63.3,59,3891,6.12,6.18,3.89
0.4,Very Good,E,VS2,62,57,912,4.66,4.7,2.9
0.54,Ideal,H,VVS1,60.4,55,1944,5.32,5.27,3.2
0.7,Very Good,G,VS2,60.6,60,2507,5.67,5.78,3.47
0.32,Ideal,E,VS2,61.9,56,702,4.36,4.4,2.71
1.29,Ideal,H,SI1,61.8,55,7513,6.99,6.95,4.31
0.7,Very Good,D,VS1,61.6,58,3477,5.67,5.73,3.51
0.38,Ideal,E,VS1,61.6,56,1000,4.65,4.67,2.87
1.22,Premium,I,SI1,62.1,59,5368,6.8,6.86,4.24
0.61,Ideal,G,VVS1,62.7,58,2544,5.39,5.43,3.39
0.25,Premium,E,VS1,61.5,60,558,4.04,4.02,2.48
0.51,Ideal,H,VVS1,61.8,55,1776,5.15,5.18,3.19
0.31,Very Good,F,VVS1,62.4,60,897,4.28,4.31,2.68
0.38,Ideal,E,VS2,61.7,54.3,853,4.68,4.69,2.89
1.04,Fair,I,I1,67.3,56,2037,6.34,6.23,4.22
0.3,Premium,F,VVS2,61.4,59,945,4.36,4.31,2.66
0.3,Ideal,E,SI1,62.3,56,499,4.29,4.32,2.68
0.32,Ideal,D,VS1,60.9,57,1114,4.48,4.45,2.72
0.71,Very Good,G,SI1,63.1,60,2240,5.6,5.69,3.56
0.31,Ideal,D,VS2,61.8,55,734,4.33,4.37,2.69
0.88,Very Good,I,SI1,62.5,56,2699,6.06,6.19,3.83
1.2,Premium,F,VS2,61.4,58,6182,6.8,6.75,4.16
0.7,Fair,F,SI2,65.1,52,2394,5.64,5.57,3.65
0.58,Ideal,G,VS1,62,57,1884,5.32,5.35,3.31
0.32,Premium,G,VS2,59.8,59,561,4.48,4.52,2.69
0.74,Very Good,E,SI1,59.9,56,3497,5.89,5.93,3.54
1.06,Very Good,D,VS2,62.8,55,7345,6.53,6.56,4.11
0.72,Very Good,E,SI1,61.6,58,2688,5.74,5.78,3.55
1.28,Ideal,G,SI2,61.1,58,6548,6.98,7.03,4.28
1.01,Premium,E,IF,62.6,58,11491,6.44,6.37,4.01
0.35,Ideal,E,VS1,61.9,56,829,4.51,4.53,2.8
0.37,Very Good,F,SI2,60.7,57,487,4.62,4.67,2.82
0.39,Ideal,F,SI1,61.8,57,697,4.68,4.73,2.91
2,Fair,H,SI2,68.7,55,9549,7.9,7.67,5.35
0.9,Fair,I,SI1,67.3,59,2804,5.93,5.84,3.96
0.33,Ideal,D,VVS2,61.1,56,955,4.44,4.46,2.72
0.7,Very Good,F,SI1,59.1,59,2278,5.76,5.91,3.45
0.7,Ideal,G,VS2,61.6,56,3451,5.7,5.73,3.52
1.01,Very Good,G,IF,62.8,57,8621,6.39,6.42,4.02
0.7,Good,H,SI2,62.8,57,1790,5.58,5.66,3.53
0.92,Ideal,E,SI2,62.2,56,4011,6.2,6.24,3.87
1.07,Ideal,H,VS2,62,57,5820,6.55,6.58,4.07
0.41,Good,E,VVS1,64.1,55,1298,4.71,4.68,3.01
0.74,Ideal,F,SI2,60.3,58,2295,5.84,5.82,3.51
0.44,Very Good,I,VS2,62.5,57,795,4.85,4.88,3.04
1.02,Very Good,D,SI1,63.3,60,5778,6.33,6.38,4.02
0.32,Good,F,SI2,63.8,55,540,4.35,4.34,2.77
2.12,Ideal,I,SI2,61,57,15647,8.28,8.31,5.06
1.01,Good,G,VS2,63.2,64,5538,6.34,6.28,3.99
0.26,Very Good,E,VVS2,62.6,58,597,4.07,4.11,2.56
0.32,Ideal,H,IF,62.1,54,814,4.41,4.45,2.75
0.58,Ideal,G,VS2,60,56,1761,5.45,5.48,3.28
0.7,Very Good,J,VS2,62,59,1907,5.61,5.65,3.49
0.31,Very Good,E,SI1,63.1,57,698,4.35,4.3,2.73
1.03,Premium,E,VS2,60,59,6460,6.6,6.54,3.94
2.07,Very Good,H,SI1,59.5,59,18489,8.27,8.3,4.92
1.51,Ideal,F,SI1,62.3,57,12459,7.33,7.3,4.56
0.53,Premium,D,VS2,60.2,58,1904,5.26,5.23,3.16
1.37,Very Good,I,VS1,61.8,57,7939,7.09,7.14,4.4
0.31,Ideal,H,VVS2,62.6,56,802,4.37,4.32,2.72
1.08,Very Good,F,SI1,58.2,63,5256,6.69,6.78,3.92
0.7,Premium,F,SI2,59.6,58,2234,5.79,5.72,3.43
1.5,Premium,G,VS1,62.7,58,14234,7.3,7.25,4.56
0.71,Very Good,G,VS2,62.1,58,2649,5.69,5.77,3.56
0.56,Ideal,E,VS2,62.6,57,1915,5.29,5.26,3.3
1.01,Ideal,F,SI1,60,56,5274,6.55,6.49,3.91
0.29,Ideal,G,VVS2,61.3,56,600,4.23,4.25,2.6
1.06,Ideal,F,IF,61.9,55,12539,6.54,6.57,4.06
0.3,Premium,F,VS1,59.8,60,799,4.39,4.31,2.6
0.7,Premium,F,VS1,60.4,60,2879,5.73,5.7,3.45
0.75,Ideal,E,SI1,61.4,55,3049,5.8,5.86,3.58
0.52,Ideal,D,VS2,62.6,55,1919,5.14,5.12,3.21
1.12,Premium,H,SI1,61.6,59,5363,6.67,6.63,4.1
0.43,Premium,D,SI1,61.2,58,1064,4.87,4.83,2.97
1.31,Premium,H,SI2,61.4,59,6602,6.99,6.96,4.28
2.28,Good,J,SI2,63.6,57,9068,8.37,8.32,5.31
0.72,Ideal,I,VS1,61.4,58,2586,5.73,5.76,3.53
1.01,Very Good,I,SI1,60,62,4375,6.41,6.53,3.88
0.26,Very Good,E,VS2,62.1,56,452,4.11,4.13,2.56
0.5,Good,F,VS2,63.2,58,1436,5,5.03,3.17
0.8,Premium,E,SI1,61.5,58,3356,5.93,5.97,3.66
0.72,Premium,D,VVS2,60,57,3459,5.92,5.84,3.53
0.53,Ideal,E,VS2,61.8,55,2163,5.21,5.24,3.23
0.3,Premium,G,VS1,62.2,59,605,4.28,4.31,2.67
0.53,Ideal,E,SI1,61.2,54,1303,5.21,5.25,3.2
0.55,Premium,E,VS2,59.1,62,1664,5.37,5.32,3.16
0.41,Ideal,E,SI1,62.5,57,755,4.74,4.79,2.98
0.41,Ideal,G,VS2,61.4,59,1042,4.78,4.76,2.93
1.33,Very Good,H,SI2,60.8,59,6071,7.07,7.11,4.31
0.3,Good,G,VVS2,63.2,57,684,4.23,4.28,2.69
1.01,Very Good,G,VS2,63.4,55,6406,6.35,6.4,4.04
0.66,Premium,F,VS1,60.8,58,2368,5.67,5.64,3.44
0.9,Good,I,VVS1,63.6,58,4114,6.14,6.1,3.89
0.32,Premium,G,VS2,62.6,60,561,4.33,4.36,2.72
2.01,Fair,E,SI2,62.1,66,14948,7.99,7.92,4.94
0.75,Premium,G,SI2,58.8,60,2070,5.99,5.89,3.49
1.5,Ideal,D,SI2,63,56,10122,7.3,7.25,4.58
0.27,Premium,G,VS2,62.4,59,509,4.13,4.11,2.57
0.92,Very Good,F,SI1,62.7,57,4037,6.14,6.2,3.87
0.71,Ideal,E,VS1,62.3,54,3212,5.69,5.73,3.56
0.31,Ideal,D,SI1,61.9,57,548,4.36,4.39,2.71
0.3,Very Good,F,VVS1,61,57,790,4.33,4.36,2.65
0.31,Good,E,SI1,63.3,55,544,4.33,4.36,2.75
1.02,Premium,F,SI2,59.9,59,4238,6.59,6.56,3.94
1.27,Ideal,G,SI2,58.8,56,4936,7.16,7.06,4.18
1.24,Premium,F,VS1,61.5,57,9333,6.97,6.86,4.25
1.23,Very Good,I,VS2,61.2,59,6826,6.84,6.81,4.18
1.2,Ideal,F,VS2,62.7,57,9176,6.71,6.76,4.22
0.56,Premium,G,VVS1,59.7,59,2167,5.41,5.35,3.21
1.02,Premium,F,IF,62.5,58,11167,6.54,6.39,4.04
1.31,Premium,F,SI2,62.7,61,4743,7.03,6.86,4.36
0.7,Very Good,F,VS2,60.9,61,2812,5.66,5.71,3.46
1,Ideal,H,SI2,62.5,54,4163,6.32,6.38,3.97
1.09,Ideal,H,SI1,62.4,55,4871,6.68,6.59,4.14
1.51,Fair,H,SI1,65.4,59,9386,7.17,7.11,4.67
1.52,Ideal,I,SI1,61.4,57,9358,7.4,7.43,4.55
0.4,Fair,G,SI1,59.9,67,960,4.81,4.77,2.87
0.32,Ideal,F,VS2,61.3,57,828,4.4,4.37,2.69
0.73,Ideal,G,SI1,60.7,56,2659,5.89,5.81,3.55
