"","ViolentCrimesPerPop","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumKidsBornNeverMar","PctKidsBornNeverMar","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","OwnOccQrange","RentLowQ","RentMedian","RentHighQ","RentQrange","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","LemasPctOfficDrugUn"
"702",106.96,14748,2.34,0.52,98.45,0.9,0.64,10.77,21.98,10.06,16.73,14748,100,32369,76.57,0.16,56.89,31.26,2.35,21.14,40783,18909,18496,0,6500,49859,16874,745,5.14,3.98,12.34,29.85,4.13,61.14,22.05,27.09,9.49,35.24,7.81,22.05,11.34,9.73,2.86,81.87,82.57,91.67,69.96,64.02,72.89,14,0.12,464,0,3.23,11.64,16.16,0,0.1,0.37,0.51,95.8,0.45,2.34,1.59,2.31,2.53,1.8,76.81,0.52,37.47,3,243,96.28,70.2,0,24.69,1962,0.51,0,58600,72200,95300,36700,299,349,414,115,421,24,16.1,10.9,0,0,3.15,75.99,56.7,85.92,93.03,5.7,2579.2,0.32,0
"703",491.66,53367,2.6,2.38,88.43,4.49,8.56,13.4,27.25,12.9,8.57,53367,100,32420,85.99,0.39,32.97,19.56,3.2,12.67,38122,14453,14834,12069,11999,11393,10057,3797,7.21,5.04,17.7,16.01,4.64,72.75,8.86,18.02,12.9,22.26,14.41,28.33,18.63,16.58,3.06,72.94,71.08,86.68,76.66,75.63,81.43,708,1.87,4237,15.95,27.17,36.51,48.69,1.27,2.16,2.9,3.87,88.2,2.22,4.53,3.11,2.56,2.71,2.38,57.38,5.07,51.39,2,1099,94.93,54.16,1.55,12.92,1975,4.12,0.19,82900,97300,116400,33500,369,443,561,192,537,26.5,22.9,12.8,37,4,7.94,28.7,36.42,72.73,75.84,14.8,3615.7,2.77,0
"704",116.97,11257,2.64,0.24,97.49,0.87,1.43,14.09,26.45,12.36,12.63,0,0,24604,77.48,0.79,39.1,28.78,5.38,13.16,30150,12073,12190,12000,8103,8328,10621,1022,9.23,9.38,23.53,12.43,3.63,62.69,18.43,14.92,22.62,19.75,9.9,21.21,14.25,12.21,3.06,77.51,74.98,85.75,76.53,64.82,74.78,80,0.84,131,9.16,19.08,37.4,41.22,0.11,0.22,0.44,0.48,96.96,0.82,4.64,3.45,2.59,2.66,2.47,68.4,3.35,39.47,3,216,95.18,66.76,4.17,44.91,1974,8.98,0.09,40800,53900,72200,31400,240,285,339,99,377,25.4,20.5,12.1,0,0,1.16,41.88,42.61,72.06,77.89,15.2,741.8,0.43,0
"705",598.56,28040,2.37,12.36,79.09,5.95,9.66,8.19,21.09,8.71,15.66,28001,100,50468,76.89,1.16,63.53,28.2,4.7,15.74,64560,30130,34463,9519,20710,21376,9446,1745,6.47,4.96,10.33,54.84,3.23,62.37,17.37,36.22,4.44,49.91,10.66,33.5,14.79,12.85,2.93,72.75,68.7,89.41,75.17,63.48,67.51,884,4.96,4492,15.27,21.37,30.32,41.54,2.45,3.42,4.86,6.65,83.25,2.5,5.44,3.15,2.28,2.52,2,59.53,4.73,54.26,2,431,96.48,53.88,0.93,21.81,1956,0.89,0.33,319000,463600,500001,181001,621,803,1001,380,853,27.6,25.8,11.1,101,18,16.04,39.95,51.37,69.63,87.75,10.4,2689.9,3.66,0
"706",278.92,10398,2.53,2.51,68.29,0.38,1.77,20.79,36.19,23.58,12.6,0,0,14822,72.64,1.9,29.99,26.49,11.08,12.79,20465,9884,11413,3965,6566,0,10479,3196,33.2,13.52,24.6,29.54,9.79,51.19,6.05,40.83,12.07,29.52,10.75,35.19,15.79,13.56,2.92,60.88,60.04,65.62,68.47,56.65,63.96,165,2,89,32.58,52.81,60.67,69.66,0.28,0.45,0.52,0.6,96.06,0.89,3.76,2.46,2.31,2.37,2.25,50.7,4.23,56.54,2,468,89.78,49.48,2.14,30.34,1969,13.65,0.11,33300,46800,68100,34800,170,233,293,123,299,35.1,20.4,13.1,57,0,0.86,66.25,35.2,61.68,87.07,6.1,1699,0,0
"707",1577.75,44972,2.64,34.1,64.19,1.17,0.84,25.65,44.56,31.39,7.86,44972,100,22661,83.48,1.15,34.55,19.09,8.85,11.07,32323,12206,15101,6637,32563,13435,11091,10700,26.64,9.47,20.99,33.72,6.63,61.12,15.35,33.94,11.34,33.51,7.53,53.26,11.16,9.47,3.04,60.58,55.04,64.62,59.73,68.39,73.45,2573,9.77,785,16.69,26.11,28.03,38.85,0.29,0.46,0.49,0.68,96.1,0.43,4.72,2.63,2.35,2.54,2.21,45.51,3.64,55.03,2,1037,94.26,42.12,1.35,22.28,1972,6.82,0.35,54100,73300,106100,52000,209,290,359,150,374,30.8,20.6,12.9,72,7,1.75,69.99,36.36,60.6,86.14,18.7,2409,1.22,0
"708",1678.54,505616,2.53,46.56,49.49,1.01,4.59,13.56,27.3,13.11,12.69,505616,100,17822,65,0.28,23.61,30.79,21.95,16.83,22448,9258,11161,7369,9015,7867,6357,142217,28.67,12.53,41.24,8.06,14,47.78,23.12,23.61,22.65,16.4,14.82,39.67,17.9,16.49,3.21,47.21,41.5,51.6,49.78,48.14,55.61,50152,12.2,20975,10.92,16.64,22.39,27.98,0.45,0.69,0.93,1.16,88.89,1.98,7.77,4.85,2.48,2.65,2.32,51.24,2.89,54.91,2,24524,89.07,47.93,16.23,52.12,1939,8.97,0.75,30200,40900,53700,23500,161,237,306,145,322,29.3,19.3,13.6,589,105,4.15,67.87,59,92.11,94.64,79.8,6336.3,14.25,3.35
"709",93.16,13443,3.31,0.29,95.4,0.55,1.76,23.63,38.06,23.28,7.8,0,0,23415,81.87,3.24,40.67,22.81,3.76,15.86,28758,8960,9152,1897,4331,8124,7282,2243,17.5,3.15,11.25,26.79,5.83,61.96,8.86,27.32,12.12,23.65,5.61,33.5,7.5,6.59,3.58,84,82.99,91.29,84.07,52.24,65.28,114,1.14,71,8.45,18.31,18.31,19.72,0.04,0.1,0.1,0.1,93.99,0.04,14.7,11.67,3.15,3.31,2.88,66.54,5.98,37.1,3,294,93.25,63.39,1.02,28.23,1972,5.86,0,54200,68200,87600,33400,202,269,338,136,341,28.1,20.2,12.4,6,0,0.53,72.05,48.95,64.01,84.28,11.6,1160.5,0.16,0
"710",566.36,10733,2.52,4.7,94.74,0.35,0.41,13.16,24.8,11.99,17.32,0,0,16810,63.09,1.63,31.86,39.39,13.24,15.65,23064,10109,10255,7738,8318,5313,1598,2162,22.25,31.9,43.59,14.98,5.82,45.7,15.18,26.89,13.76,24.74,10.31,29.12,14.13,12.45,2.89,66.1,63.17,73.48,76.31,45.8,62.06,198,1.95,42,0,9.52,11.9,35.71,0,0.04,0.05,0.14,98.58,0.32,2.91,1.9,2.29,2.36,2.19,58.97,1.39,52.62,2,376,91.88,57.22,0.53,46.01,1959,10.45,0.67,26900,40900,61800,34900,137,197,245,108,247,25.5,16.1,12.1,6,0,0.39,80.01,53.86,86.1,94.01,10,1074.2,1.05,0
"711",649.83,19050,2.67,1.17,94.31,0.96,7.46,15.43,26.48,11.73,8.64,0,0,34372,83.58,1.11,40.93,20.87,5.74,12.84,41095,14767,15066,9288,12726,11497,9016,1661,8.87,5.6,17.5,14.84,5.13,67.09,7.72,19.53,14.84,21.27,11.57,25,12.21,11.89,3.22,78.88,77.97,85.49,86.8,59.43,68.72,149,1.06,327,0,0,0,3.06,0,0,0,0.05,93.22,0.61,5.33,3.73,2.65,2.81,2.31,71.4,2.83,46.05,3,929,88.47,67.27,7.53,52.42,1972,3.51,0.81,55600,71800,89600,34000,210,282,359,149,348,19,17.5,11.3,5,0,1.72,48.45,54.59,83.65,89.98,19.1,998.4,5.76,0
"712",345.45,46080,2.68,0.86,94.07,1.27,4.53,16.43,29.57,15.04,9.91,46058,100,24955,78.84,1.08,41.33,25.24,5.4,13.2,31089,11385,11637,9421,6017,7772,6816,6902,15.34,4.83,16.93,22.16,6.09,62.45,12.41,28.36,14.69,27.68,10.25,27.78,12.78,11.55,3.23,76.98,78.33,86.94,78.29,63.73,71.71,446,1.23,867,21.11,27.22,29.07,39.1,0.4,0.51,0.55,0.74,94.92,0.28,8.44,5.8,2.62,2.85,2.23,69.39,3.05,46.2,3,1585,91.55,63.96,3.47,43.03,1961,4.35,0.39,38700,51300,69000,30300,174,234,297,123,289,24.5,18.3,11.5,19,0,1.88,60.3,47,75.38,85.9,28.6,1610.3,3.05,0
"713",643.52,186206,2.69,8.56,77.63,1.41,22.51,18.34,35.04,20.23,8.84,186281,100,24130,81.61,2.38,35.78,21.22,6.42,10.52,30826,12322,14007,6635,11715,9792,5986,34593,19.56,11.4,24.43,25.96,6.56,61.56,7.97,33.11,10.76,28,8.85,35.16,12.98,10.98,3.17,75,69,83.96,77.33,60.27,68.5,3853,2.96,6123,23.71,30.67,41.24,49.6,0.78,1.01,1.36,1.63,78.78,2.71,6.11,4.06,2.56,2.77,2.3,59.83,6.6,50.91,2,8709,88.81,55.25,4.51,34.95,1968,7.94,0.53,37400,55500,75700,38300,237,316,402,165,381,29.9,20.1,12.6,24,25,3.29,73.75,44.58,73.52,91.34,107.9,1726.3,0.89,4.64
"714",1153.03,37708,2.5,18.85,69.02,0.53,1.5,13.67,24.46,11.63,16.42,0,0,19507,64.99,0.99,29.34,36.05,11.68,18.86,24733,10436,11968,6726,7732,6344,7008,8214,22.47,11.28,31.06,15.97,6.21,51.58,17.39,26.93,17.49,22.43,12.47,23.64,16.01,14.42,3.03,65.86,61.7,70.86,69.68,55.53,64.9,1393,4.29,384,14.32,24.22,28.91,38.8,0.15,0.25,0.29,0.4,96.35,0.47,4.49,3.02,2.42,2.46,2.36,64.73,2.72,50.87,2,2586,85.37,63.75,3.75,54.83,1959,10.98,0.42,26900,40300,59400,32500,157,229,290,133,298,27.7,19.6,13.5,73,0,1.02,69.79,50.52,83.12,93.06,35.7,1055.8,0.07,0
"715",918.89,28898,2.61,2.39,71.27,9.09,24.43,12.99,25.21,11.63,12.12,28664,99.19,23287,68.89,1.2,27.54,28.62,19.05,17.29,27897,11510,13074,8163,9874,6827,8275,5287,18.5,13.93,33.68,8.86,9.27,53.35,9.44,17.75,19.61,17.44,15.77,29.72,18.84,17.31,3.2,62.64,60.23,72.43,66.15,50.44,57.32,1152,4.85,4765,31.54,39.5,46.32,55.97,5.2,6.51,7.64,9.23,74.98,7.76,8.58,5.7,2.58,2.45,2.76,52.72,11.31,61.63,2,600,94.85,55.68,3.67,28.67,1960,7.37,1.43,68400,87600,114900,46500,272,369,449,177,426,30.9,21.2,11.6,10,2,16.49,55.29,48.74,66.2,89.08,21.7,1331,1.39,0
"716",957.64,36326,2.71,2.65,89.22,4.77,8.94,15.58,32.18,16.42,6.98,36326,100,36097,85.1,0.99,39.63,18.13,6.27,13.34,41707,14861,15073,14723,18980,12226,11967,3031,8.54,3.62,12.46,21.82,5.31,70.65,13.06,18.37,11.39,23.89,10.65,33.67,15.95,13.42,3.16,74.62,73.31,86.94,73.91,61.54,71.87,317,1.5,3146,18.02,25.49,30.64,37.19,1.56,2.21,2.65,3.22,88.63,1.69,4.95,3.37,2.66,2.81,2.48,58.9,4,47.93,3,506,96.36,55.84,0.2,12.85,1978,1.23,0.64,153700,184000,226800,73100,538,634,760,222,694,30.5,27.9,12.5,12,2,8.66,58.69,33.52,63.81,88.94,6.6,5470.8,2.85,0
"717",76.92,49848,2.81,2.03,96.07,1.75,0.67,13.05,23.6,12.45,15.8,49892,100,48210,78.9,0.82,67.65,32.9,2.35,20.32,54458,20566,20785,18772,15376,12383,11860,1550,3.18,4.45,12.66,37.63,2.81,63.42,10.2,35.67,6.45,41.11,4.18,31.41,6.82,5.58,3.19,88.62,87.91,98.86,89.2,54.95,64.73,265,0.73,3200,10.16,13.38,18.34,22.06,0.65,0.86,1.18,1.42,90.88,0.88,5.46,4.21,2.74,2.85,2.08,89.05,0.71,16.64,3,490,97.31,85.59,0.41,35.92,1947,0.29,0.07,124900,148700,174500,49600,439,549,777,338,629,27.1,20.7,13.2,109,0,6.41,76.86,69.18,81.73,92.73,10.4,4805.5,8.94,0
"718",220.96,44757,2.67,1.18,89.13,8.05,2.76,24.96,43.59,31.11,8.17,0,0,23212,81.08,1.49,54.07,19.14,3.83,13.39,34287,11921,12486,5112,7848,7760,6191,8076,20.97,2.4,7.93,49.01,5.52,54.97,12.76,43.43,7.92,37.53,6,51.79,10.49,8.21,2.92,76.78,76.44,85.25,76.16,53.54,67,282,1.26,4552,44.38,57.12,67.07,72.03,4.51,5.81,6.82,7.33,88.43,1.68,3.03,1.88,2.3,2.58,2.09,48.46,3.43,54.08,2,564,96.74,43.22,2.66,12.41,1967,2.45,0.6,56000,71000,94000,38000,268,334,410,142,385,31.1,20.8,12.2,11,3,10.17,37.61,29.99,50.09,74.88,13.4,3343.1,1.56,0
"719",1419.14,24725,2.26,22.64,76.02,0.56,2.51,10.24,20.5,10.01,24.55,24725,100,23695,63.48,0.9,41.48,46.16,6.38,24.07,30046,14154,16383,6642,8565,13839,7586,3238,13.46,10.9,28.73,17.76,6.59,49.11,9.29,24.58,10.12,26.18,11.72,23.41,15.42,13.79,2.78,59.45,51.8,65.62,56.93,63.14,72.08,1088,4.71,978,11.55,16.97,29.45,35.28,0.46,0.67,1.16,1.4,93.86,0.63,4.12,2.56,2.2,2.29,2.09,59.41,3.75,65.15,2,1811,85.8,57.18,1.66,33.19,1971,8.08,0.55,46000,60700,82300,36300,221,311,406,185,380,28.7,21.7,11.4,27,3,3.96,38.21,46.5,77.55,83.09,12.6,1957.3,0.49,0
"720",345.39,50689,2.77,5.71,73.24,10.38,20.73,14.06,34.37,17.33,6.67,50689,100,38433,87.84,0.69,39.67,14.9,4.75,10.19,42840,18120,20356,11722,18472,14767,10338,3339,6.85,5.44,14,25.55,4.48,75.45,20,19.66,10.52,30.29,10.36,36.04,17.63,14,3.16,73.27,71.3,88.62,71.81,70.43,74.69,939,3.11,10964,19.99,38.64,50.92,62.99,4.32,8.36,11.01,13.62,72.17,7.29,7.56,5.17,2.66,2.64,2.68,40.54,11.3,63.69,2,968,94.98,40.93,1.24,13.84,1970,1.23,0.23,190900,254500,310500,119600,621,701,851,230,746,28.2,24.6,11.4,32,10,21.63,37.32,32.17,69.29,78.7,11.7,4333.9,2.3,0
"721",1046.93,16200,2.48,12.99,86.4,0.46,0.59,13.29,24.38,11.27,15.7,0,0,21468,69.63,1.17,35.17,34.08,10.34,18.48,28372,11749,12354,7306,8779,16893,8670,2893,18.53,18.7,32.58,14.92,9.11,51.69,13.1,30.79,15.58,24.54,11.02,23.51,14.61,12.99,2.94,68.73,65.61,70.45,73.41,56.49,65.03,441,3.07,129,6.2,6.2,14.73,21.71,0.05,0.05,0.12,0.17,98.36,0,2.88,2.02,2.4,2.48,2.24,67.51,1.78,49.23,3,614,91.41,65.28,2.12,43.32,1964,10,1.15,30600,42300,63800,33200,144,205,258,114,273,26.3,16.4,11.4,0,0,0.8,77.46,55.29,85.79,93.05,13.3,1216.9,0.1,0
"722",811.92,84298,2.65,18.45,76.37,0.54,8.13,13.53,26.95,12.08,11.63,84298,100,26540,75,0.36,43.85,29.86,11.71,19.27,31846,11858,13467,6604,7608,10474,6486,13136,15.86,10.14,28.02,14.85,7.63,60.31,33.81,20.83,21.38,21.14,10.6,31.54,14.33,12.6,3.17,61.87,58.25,64.49,64.62,63.97,70.85,4936,7.24,3180,7.83,14.53,18.02,21.32,0.3,0.55,0.68,0.8,91.07,1.34,5.87,4.12,2.62,2.73,2.45,62.2,3.23,47.58,3,1389,95.81,59.62,6.26,38.66,1945,5.27,0.3,42300,52300,65200,22900,244,307,374,130,383,27.2,18.2,13.1,17,5,3.77,71.17,57.15,89.22,92.69,16,5270.5,3.41,5.94
"723",253.89,15115,2.93,6.1,77.69,1.95,40.36,12.39,30.55,14.44,11.16,15115,100,38822,84.25,0.14,40.38,27.14,4.39,17.6,42354,15344,16268,13753,9695,11979,10960,1137,7.64,15.09,32.23,14.06,7.19,68.73,30.02,15.03,24.33,16.82,8.91,37.65,12.66,10.81,3.34,72.64,66.42,80.04,74.43,66.08,75.04,428,4.17,3839,19.2,32.35,42.04,49.1,4.88,8.22,10.68,12.47,54.12,15.25,10.58,7.67,2.89,2.98,2.78,55.7,8.95,49.41,3,202,96.23,53.99,4.95,36.14,1947,4.17,0.84,127800,155300,179500,51700,466,615,729,263,678,27.7,25.7,13.8,0,4,25.4,47.73,53.31,78.48,82.61,2.8,5435.5,3.45,0
"724",900.31,16127,2.72,40.2,58.27,0.59,1.33,15.28,29.33,14.55,11.25,0,0,23153,78.08,0.42,26.73,28.3,9.57,10.22,27851,11070,14297,6518,4407,10153,9432,2642,16.69,14.65,35.05,14.58,6.03,63.46,31.01,18.34,26.94,20.45,11.13,32.54,14.63,13.03,3.21,56.74,48.19,62.8,61.72,66.26,74.94,1485,11.23,84,13.1,13.1,28.57,36.9,0.07,0.07,0.15,0.19,97.4,0.5,7.36,5.31,2.67,2.61,2.73,46.92,6.05,44.89,3,412,93.51,48.05,3.88,32.04,1968,14.34,0.39,44000,63700,91200,47200,232,321,382,150,418,26.6,18.5,13.5,21,2,0.52,75.25,48.11,79.94,89.36,14.4,1123.1,0.2,0
"725",293.63,46521,2.63,4.64,88.62,1.92,8.65,13.62,34.3,15.44,3.99,45399,97.8,36006,93.03,0.77,35.3,10.85,1.81,5.86,41381,15316,15678,13438,14996,14650,9588,2782,6.03,5.28,15.27,25.52,3.72,79.29,20.59,16.86,11.22,28.44,10.89,28.22,14.31,12.61,3.13,80.41,78.77,91.63,83.28,71.44,75.85,446,1.68,2210,13.3,18.37,36.7,53.76,0.63,0.87,1.74,2.55,89.57,2.34,4.25,2.99,2.61,2.91,2.29,57.74,4.74,46.59,3,2041,89.65,51.87,0.15,24.4,1982,4.37,0.06,65400,81600,96800,31400,352,406,491,139,486,23.8,23.1,13.2,0,0,4.76,50.16,32.41,55.33,81.64,37.3,1246.5,0.18,0
"726",137.59,11824,2.39,0.13,99.05,0.48,0.52,12.41,23.46,11.25,17.59,0,0,25040,66.77,0.46,46.07,36.24,8.32,19.7,32219,12172,12191,6701,16577,8385,8326,1273,10.97,17.3,35.53,7.13,8.72,53.36,29.73,22.43,24.31,16.16,8.25,26.75,8.98,8.64,2.89,76.25,75.11,77.69,78.03,54.38,70.37,177,1.66,780,0.9,0.9,0.9,1.79,0.06,0.06,0.06,0.12,58.79,2.37,1.52,1.07,2.35,2.62,1.93,67.72,0.85,50.36,2,473,91.27,60.65,2.33,49.47,1939,4.93,0.37,50300,68000,87600,37300,213,288,344,131,328,27.4,18.7,13.6,1,0,6.6,77.72,67.03,89.4,93.91,64,184.9,0.21,0
"727",1523.92,24832,2.38,10.39,86.05,1.41,16.5,9.66,26.43,11.67,10.67,0,0,28121,80.82,0.84,38.07,19.69,5.32,13.61,31663,15547,16460,9337,23290,13734,13547,2507,10.39,9.45,20.15,20.84,2.86,71.63,2.91,16.67,7.47,23.8,14.95,37.06,16.99,15.89,2.97,76.31,73.2,85.14,78.33,67.8,78.17,291,1.99,2312,12.93,16.78,22.92,30.28,1.2,1.56,2.13,2.82,78.79,3.64,3.51,2.03,2.31,2.27,2.35,41.27,5.5,65.73,2,1797,85.3,42.06,1.84,20.87,1957,8.58,1.21,103400,147400,197900,94500,419,559,730,311,608,30.9,26.7,12.8,0,113,9.31,33.18,37.97,57.39,66.45,5.7,4378,1.67,0
"728",513.6,34012,2.14,1.07,98.12,0.43,1.83,9.04,17.98,8.56,28.7,34012,100,25906,59.1,0.51,55.49,49.21,3.71,28.87,33578,16721,16881,5061,22173,11533,14283,2357,7.12,5.5,18.44,18.91,3.89,49.29,10.16,24.25,8.92,25.65,10.13,20.78,12.53,11.47,2.64,73.38,72.09,80.75,69.51,65.07,77.38,224,0.79,2400,5.17,7.38,8.58,12.54,0.36,0.52,0.61,0.88,92.76,0.57,1.76,1.1,2.08,2.15,1.91,72.87,1.06,69.4,2,2523,86.3,70.49,0.52,16.01,1973,2.49,0,60900,76500,99700,38800,312,395,473,161,466,27.8,22.8,11.7,0,0,7.06,14.7,47.97,73.84,78.16,10.7,3173.9,0.65,0
"729",75.72,17199,2.71,1.72,94.97,3.05,1.92,10.1,20.83,8.73,10.59,15616,90.8,70000,87.4,0.54,71.9,17.4,1.51,13.47,80572,33458,34046,17546,20100,24908,31761,246,1.52,3.34,6.81,54.86,2.86,66.47,14.99,26.07,3.88,51.15,7.68,28.01,8.1,7.89,3.02,91.41,90.17,98.13,89.08,50.05,59.82,28,0.27,1259,10.88,13.34,22.72,29.23,0.8,0.98,1.66,2.14,89.65,1,2.65,1.92,2.54,2.65,2.04,86.58,0.3,36.44,3,313,95.3,83.23,0.64,28.75,1977,0.93,0.23,218600,287500,388300,169700,376,943,1001,625,999,25.1,25.2,12.7,0,0,7.32,50.87,47.92,56.66,83.18,24.9,691.9,5.87,0
"730",756.05,11215,2.85,1.84,79.72,1.52,26.25,11.46,25.06,10.42,9.19,10627,93.37,39572,78.32,1.15,38.58,20.36,6.2,13.2,43596,19678,22551,6181,6565,11260,8066,730,6.46,6.71,18.58,21.07,6.12,65.24,7.41,20.57,8.08,27.92,10.53,24.72,14.96,12.74,3.21,76.16,71.86,87.38,83.99,49.1,64.54,139,1.86,1324,13.97,21.22,23.64,27.27,1.65,2.51,2.79,3.22,77.31,4.72,8.5,6.49,2.85,2.65,3.38,66.9,8.09,31.99,3,2495,61.17,72.04,0.28,24.13,1985,1.42,0.31,89800,117400,194500,104700,536,640,726,190,779,30.6,25.5,13.2,0,0,11.63,46.66,30.42,65.27,84.82,25.2,444.3,0.86,0
"731",463.85,12482,2.28,3.51,94.86,0.92,2.02,10.89,25.45,13.4,19.56,12482,100,24864,70.45,0.61,40.35,37.45,5.24,24.12,28551,12798,13103,6681,9311,5284,8489,1277,10.34,8.08,25.86,11.78,6.08,55.56,8.35,20.43,8.57,23.63,11.73,26.89,15.86,13.91,2.71,68.29,66.77,83.98,82.67,65.33,72.6,184,1.85,671,15.2,20.42,24.29,28.46,0.82,1.1,1.31,1.53,92.8,1.2,2.19,1.44,2.26,2.25,2.28,62.87,1.8,59.98,2,637,89.59,63.19,0.47,11.46,1973,4.58,0.65,55000,67000,83500,28500,334,383,438,104,468,26.9,20.4,11.7,0,0,5.38,25.02,49.33,75.77,80.35,3.7,3402.9,0.6,0
"732",151.13,17233,2.71,0.86,97.25,1.24,2.7,12.47,27.19,12.51,9.72,16384,95.07,45191,82.42,0.55,47.89,23.15,4.3,13.53,51698,18327,18268,30545,48727,15923,11526,619,3.61,8.98,22.95,23.16,5.46,71.41,36.68,18.59,13.99,34.61,6.92,30.7,8.83,7.89,3.19,84.2,82.99,88.37,86.52,62.99,72.85,159,1.28,2463,6.9,11.04,17.34,20.58,0.99,1.58,2.48,2.94,81,4.32,4.7,3.47,2.7,2.92,2.2,74.41,1.37,39.54,3,323,95.17,68.69,0.93,30.65,1963,2.25,0.73,144300,164900,190900,46600,376,531,669,293,631,26.5,22.1,13.7,0,0,14.29,67.92,63.05,88.96,93.5,11.9,1445.6,0.6,0
"733",1595.37,384736,2.5,2.98,78.24,1.73,34.49,13.56,27.85,13.36,10.14,384736,100,27555,80.22,0.77,43.39,22.13,5.48,16.84,33746,14013,15391,9850,8271,11630,9315,52903,13.98,5.9,16.09,28.43,6.32,63.87,9.39,29.25,9.07,32.27,12.19,31.85,16.37,14.37,3.05,68.56,66.04,76.7,72.57,62.1,70.24,10309,3.69,21310,12.37,21.28,30.85,42.41,0.68,1.18,1.71,2.35,74.7,2.62,4.5,2.94,2.46,2.66,2.2,61.91,4.91,50.61,2,13052,92.18,57.33,2.06,19.49,1971,6.53,0.27,67000,85900,112100,45100,280,353,443,163,402,27.3,22.1,12.2,258,112,5.54,45.11,45.25,75.35,81.89,137,2809,2.01,7.51
"734",130.01,14558,2.63,2.69,96.49,0.61,0.52,11.97,24.21,11.35,16.07,14558,100,32964,76.81,0.7,50.23,38,2.52,26.95,37671,14181,14231,13198,0,13227,11994,599,4.18,6.91,23.47,11.79,4.41,59.17,30.08,20.4,14.3,22.29,7.56,28.2,9.85,8.76,3.03,79.07,77.17,93.3,79.05,55.82,62.41,39,0.32,709,3.67,3.67,4.65,5.5,0.18,0.18,0.23,0.27,91.38,1.01,3.92,2.96,2.59,2.64,2.33,86.03,1.5,24.84,3,90,98.4,84.44,1.11,22.22,1957,0.63,0.21,61200,69900,84900,23700,306,368,436,130,437,22.6,17.2,12.3,0,0,4.87,76.17,76.02,89.52,97.83,4.8,3020.3,1.13,0
"735",609.46,14096,2.39,17.37,81.92,0.16,1.04,13.41,25.72,12.61,16.01,14096,100,18519,68.8,1.14,30.35,31.76,8.79,15.75,23957,11520,13019,4426,11755,13188,5496,2873,21.01,11.58,28.76,16.82,7.44,52.27,13.68,25.19,12.75,25.21,13.11,25.36,16.2,14.84,2.96,61.9,56.59,66.01,57.11,67.83,64.88,604,5.03,138,39.86,39.86,39.86,44.93,0.39,0.39,0.39,0.44,97.49,0.13,4.15,2.73,2.34,2.32,2.35,55.81,4,57.64,2,689,89.53,56.07,1.74,47.46,1959,7.5,0.67,29500,45700,67100,37600,177,240,308,131,335,27.7,17.3,13.7,0,0,0.98,76.45,52.37,86.39,93.11,7.4,1896.7,0,0
"736",170.15,11766,2.54,0.75,95.34,1.95,2.11,18.43,30.06,17.77,12.97,0,0,21318,75.15,1.83,41.85,26.44,7.78,13,29583,10580,10792,6805,5029,5545,8526,2112,18.98,6.61,19.23,19.54,7.41,56.05,12.51,32.44,17.74,27.6,10.48,31.1,12.63,11.62,3.02,71.96,72.64,76.2,78.41,67.91,70.38,218,2.5,263,34.6,51.71,66.92,66.92,0.77,1.16,1.5,1.5,95.15,0.52,4.8,3.02,2.41,2.6,2.2,57.84,2.65,53.62,2,278,94.34,53.73,1.8,30.22,1958,6.95,0.63,32800,43600,59800,27000,186,246,303,117,303,26,17.6,13.3,7,0,2.24,54.08,42.63,69.61,83.59,4.2,2831.1,0,0
