murders,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
no,20268,3.58,17.95,75.74,2.6,6.34,19.82,46.53,27.47,1.73,0,0,24553,94.73,0.89,27.65,6.89,2.61,9.94,24421,9204,9793,7769,6345,4652,6981,1850,10.55,2.5,9.36,12.97,5.41,77.02,7.82,18.15,8.39,20.83,7.07,34.01,8.54,7.68,3.33,86.53,84.8,89.51,84.34,48.09,55.45,282,3.04,683,17.13,24.3,33.82,43.19,0.58,0.82,1.14,1.46,91.3,0.46,4.24,3.74,3.1,2.97,3.16,28.55,4.24,43.18,3,435,92.86,29.84,0.23,41.38,1969,7.31,0.66,53700,63700,73900,20200,313,364,423,110,399,23,23.7,11.6,0,0,3.37,22.45,15.1,30.33,40.4,15.4,1316.1,0.65,0
no,12105,2.82,0.83,95.23,1.81,3.44,15.79,27.74,13.12,12.96,12071,100,33524,81.5,1.64,45.25,24.37,4.37,19.88,37023,14031,14170,15661,4017,10925,15422,881,7.41,2.66,12.8,25.16,4.63,63.29,12.59,27.29,8.6,36.25,8.86,24.88,11.38,10.16,3.23,78.6,79.32,88.38,77.34,69.75,75.32,87,0.82,346,19.94,30.92,33.82,39.6,0.57,0.88,0.97,1.13,92.62,1.23,8.56,6.59,2.78,2.87,2.54,75.12,2.33,33.84,3,206,95.42,72.71,0,36.89,1965,2.71,0,55300,71500,93200,37900,267,313,367,100,377,22.6,20,11.3,0,0,2.87,66.61,55.42,79.91,89.5,3.2,3745.4,2.3,0
no,14731,2.92,0.55,98.29,0.86,0.92,20.52,36.22,21.31,5.31,10138,68.82,39308,88.67,1.12,40.68,12.98,3.27,10.97,43529,15208,15321,7417,17500,10550,7964,586,4.44,4.88,10.21,28.3,3.76,71.51,14.39,26.89,9.99,31.82,7.97,38.69,11.34,9.7,3.05,77.39,78.06,83.6,82.35,69.42,79.41,208,2.52,540,28.89,31.3,42.22,44.44,1.06,1.15,1.55,1.63,94.71,0.11,2.48,1.78,2.62,2.77,2.27,74.49,1.19,48.18,3,875,85.22,70.56,5.6,56.91,1972,1.23,0.46,95300,120500,153600,58300,389,473,568,179,550,23.7,21.2,13.8,0,0,3.67,59.41,45,75.14,80.67,38.3,384.7,0.69,0
yes,574283,2.51,25.59,62.84,5.29,10.79,15.09,35.85,19.45,10.05,574283,100,29180,76.69,0.44,36.87,21.15,11.94,11.92,34377,15581,18939,10420,9319,9406,8364,102092,18.71,10.34,24.3,30,8.32,60.86,9.91,34.71,9.63,32.71,8.56,55.03,11.76,10.24,3.19,52.51,48.77,61.67,53.24,57.36,62.98,40383,11.24,114597,23.72,33.9,45.38,55.29,4.73,6.77,9.05,11.03,74.42,6.36,8.4,4.46,2.37,2.64,2.25,34.36,6.88,68.27,2,22399,91.07,30.88,6.94,38.17,1939,3.36,0.85,131300,161400,193400,62100,326,546,735,409,625,28.4,22.6,14.1,2245,218,19.95,51.26,47.82,71.68,79.69,50.2,11447.7,32.2,3.51
no,48370,2.59,0.92,97.06,1.59,0.81,11.95,24.28,10.68,9.07,48370,100,50659,87.7,1.21,61.68,18.37,2.18,12.7,57395,25221,25505,14394,17824,14599,12095,981,2.06,1.53,5.75,43.15,3.65,73.54,16.82,24.04,5.36,41.24,7.25,26.71,10.62,9.01,3.01,85.62,84.43,94.63,85.31,65.7,74.03,397,1.23,1278,4.85,8.14,20.81,34.19,0.13,0.22,0.55,0.9,95.23,0.41,2.79,2.03,2.56,2.76,1.88,82.84,0.7,38.44,3,1432,92.88,76.63,0.21,46.3,1974,0.33,0.13,95600,121000,163200,67600,542,631,741,199,660,23.9,20.7,11.5,0,0,2.64,65.23,53.1,81.68,89.03,28.1,1722.6,2.18,0
yes,23478,3.18,1.97,87.97,8.49,2.28,39.89,65.11,54.11,3.85,0,0,17886,89.68,1.71,54.72,10.2,2.27,8.34,36515,9375,9687,5611,16503,6657,5344,6029,34.88,1.31,3.27,65.82,4.92,49.84,3.22,58.73,6.01,42.31,2.87,71.18,5.48,4.1,2.9,79.2,79.29,86.24,79.82,59.89,67.8,134,2.02,2386,44.38,62.32,71.58,74.85,4.51,6.33,7.27,7.61,88.57,1.1,3.26,1.72,2.34,2.6,2.22,35.39,3.49,61.33,2,162,97.85,31.87,0.62,24.69,1969,1.79,0.46,64000,80300,97100,33100,252,326,405,153,363,35.1,15.5,11.6,0,0,10.16,44.52,21.02,32.33,77.57,6.9,3398.7,5.14,0
no,10725,2.43,0.93,98.35,0.34,0.78,12.77,26.66,13.38,14.7,0,0,28428,74.22,0.65,44.91,33.37,7.7,18.51,34695,14253,14347,19059,5867,2884,8227,1032,9.95,7.69,20.35,21.69,6.87,61.22,19.26,29.02,14.23,27.84,11.4,32.44,15.06,13.39,2.99,68.62,67.53,73.51,65.82,62.09,72.89,214,2.41,220,0,5.91,5.91,5.91,0,0.12,0.12,0.12,94.88,0.41,2.89,1.77,2.35,2.62,2.07,56.39,0.97,51.54,2,304,93.56,50.51,0.99,47.37,1958,2.65,0.57,65800,84800,113900,48100,312,386,455,143,456,26.2,20.1,12.1,0,0,2.05,81.21,48.62,75.68,92.55,4.8,2250.7,0.64,0
yes,25086,2.99,1,86.47,3.58,15.83,19.49,34.35,20.22,10.32,25086,100,30469,78.4,0.48,48.95,26.19,7.69,14.16,36511,12849,13725,6763,6044,7611,7011,2960,12.82,13.29,26.19,23.66,5.32,64.11,33.05,24.99,22.6,23.31,6.73,34.87,9.23,8.06,3.24,77.48,75.88,85.6,82.31,68.81,75.6,547,3.08,1958,19.87,29.88,38.41,57.51,1.55,2.33,3,4.49,82.42,3.77,7.33,5.84,2.77,2.86,2.61,67.54,4.34,42.69,3,465,94.74,65.54,0.22,15.05,1951,4.13,0.28,51300,65900,86100,34800,325,403,458,133,456,25.2,18.1,13.1,50,0,7.81,68.86,45.57,70.19,87.53,8.8,2853.3,0.66,0
yes,19564,2.49,3.91,90.9,3.35,3.99,11.41,25.94,11.05,8.67,19564,100,45303,86.57,1.02,58.19,17.18,1.48,19.69,52913,20032,20343,17082,25788,16632,15190,809,4.18,1.93,8.47,35.22,3.59,70.1,27.24,21.1,6.18,42.35,8.46,24.7,11.14,9.82,2.95,84.17,81.74,95.99,83.15,55.75,67.8,90,0.68,1011,8.8,12.46,18.79,28.29,0.45,0.64,0.97,1.46,91.51,0.78,2.65,1.89,2.47,2.72,2.03,69.7,1.73,34.79,3,514,93.86,63.13,0,18.09,1978,1.72,0.08,69000,85000,106700,37700,344,412,536,192,483,19.9,17.9,11.6,0,0,5.17,50.07,48.61,71.51,82.27,11.8,1662.5,0.05,0
yes,332943,2.54,19.7,76.96,1.05,3.97,14.78,28.65,14.52,12.25,332943,100,24819,71.86,0.36,36.37,28.93,12.29,18.44,30980,11894,13077,7722,9450,12415,7817,62426,19.09,8.57,26.84,14.06,9.92,55.56,19.58,26.72,18.52,22.88,11.86,34.15,15.15,13.62,3.13,62.64,58.92,68.72,65.53,57.77,66.3,15969,6,9263,19.16,27.39,32.16,37.1,0.53,0.76,0.89,1.03,93.15,0.8,5.59,3.65,2.5,2.64,2.28,64.11,1.95,47.33,3,11242,92.09,60.65,13.37,48.67,1951,5.49,0.34,33800,48900,68500,34700,210,286,365,155,378,27.2,17,13.9,260,12,2.78,76.14,56.77,88,93.19,83.5,3988.5,3,4.39
yes,76836,2.87,21.6,69.23,0.97,12.68,15.05,28.68,14.09,12.71,76836,100,30967,75.02,0.58,38.63,30.17,8.35,17.18,37198,13091,14661,9196,12151,35637,7698,9419,12.97,11.47,28.94,14.61,7.8,56.5,20.42,23.99,18.78,20.64,9.35,35.47,11.67,10.56,3.33,68.58,63.58,75.21,72.62,56.92,67.19,3255,5.39,5623,14,21.71,27.51,34.31,1.02,1.59,2.01,2.51,85.18,3.17,8.55,6.02,2.71,2.85,2.46,66.48,5.28,50.45,2,2264,92.2,63.11,11.57,43.51,1954,5.11,0.44,47700,64500,85600,37900,235,331,400,165,403,26.3,18.3,13.5,77,0,7.32,74.92,54.97,86.65,94.1,28.8,2666.1,2.89,0
yes,22090,2.81,2.3,94.57,2.54,1.67,12.02,23.56,10.56,7.13,19020,86.1,57606,91.02,1.57,63,16.19,2.2,13.05,60745,22823,22920,23411,0,19835,51449,313,1.43,3.54,11.63,31.93,2.31,77.76,19.87,19.7,7.58,36.17,6.02,25.3,8.74,7.43,3.15,88.89,87.41,96.65,83.44,71,77.82,77,0.51,1506,2.86,6.04,9.56,12.68,0.19,0.41,0.65,0.86,89.87,0.57,2.96,2.38,2.8,2.86,2.31,91.24,0.45,27.97,3,194,97.59,89.4,0,41.75,1972,0.37,0.05,154400,184800,231500,77100,567,698,872,305,836,23.6,22.7,12.4,0,0,6.82,60.37,55.26,85.34,91.71,29,762.4,2.44,0
yes,72644,2.45,3.59,89.25,0.65,7.17,12.3,27.25,12.76,14.64,72644,100,26541,75.26,0.38,36.94,31.21,8.73,15.54,33679,12865,13432,8317,9445,7873,8388,7632,10.59,16.58,38.37,13.06,7.98,63.08,34.24,18.49,24.48,18.51,9.85,32.3,12.85,11.47,3.06,68.65,66.06,75.72,74.32,66.15,75.63,1923,3.56,12868,11.7,20.31,27.7,34.73,2.07,3.6,4.91,6.15,71.6,7.46,4.17,2.73,2.42,2.67,2.22,50.5,2.86,57.32,2,1904,93.98,45.84,3.52,38.08,1941,5,0.77,93100,112500,132700,39600,263,374,460,197,437,25.8,22.7,14.4,8,1,17.71,63.63,58.07,88.05,89.06,9.1,8027,3.18,11.03
yes,63850,2.85,12.02,72.97,0.75,23.15,16.11,29.89,14.6,8.86,63838,100,30151,80.41,0.58,34.48,22.05,6.22,13.39,33891,12963,14935,7787,7455,34110,6763,10148,16.08,12.87,28.77,14.67,7.87,59.63,20.71,19.58,16.4,19.78,11.16,26.81,14.39,12.82,3.32,73.6,68.81,79.88,74.89,46.55,56.62,1295,2.74,6308,12.11,19.2,27.82,38.71,1.2,1.9,2.75,3.82,78.36,4.62,8.08,6.01,2.82,2.9,2.73,58.18,9.25,51.46,2,2598,89.62,56.69,8.47,41.84,1968,10.04,0.74,34900,50400,69400,34500,240,307,378,138,385,22.9,17.6,12.5,17,20,9.88,64.9,48.05,80.82,92.1,32.4,1969.2,0.17,0
no,14536,2.52,1.57,75.06,20.02,11.5,10.31,26.17,11.67,12.69,14536,100,36019,80.41,0.67,43.4,25.25,2.82,12.49,44334,17995,18694,12721,0,16528,12849,1117,7.7,10.5,22.03,26.55,5.45,63.62,18.27,18.55,13.15,29.47,7.3,33.01,8.85,8.11,3.11,82.8,81.29,92.35,79.75,47.05,54.6,80,0.92,5594,28.55,42.21,48.43,55.56,10.99,16.24,18.64,21.38,52.64,10.7,4.37,2.98,2.52,2.87,2.29,43.87,6.77,64.29,2,272,95.5,38.43,0.37,41.18,1957,0.83,0,172800,208500,249900,77100,500,649,846,346,711,27.5,24.8,14.7,0,0,38.48,38.02,55.44,71.13,76.96,1.3,11613.9,16.57,0
yes,14917,2.6,28.05,71.62,0.18,0.12,15.34,25.95,13,15.5,0,0,20970,68.75,0.4,27.35,35.11,8.59,15.14,27771,11713,13992,5811,0,12713,4052,2492,17.07,16.55,39.6,14.21,4.75,58.71,50.03,14.93,30.84,18.43,8.61,25.61,13.39,11.29,3.08,67.29,60.3,71.95,75.63,74.76,79.86,677,5.22,49,0,44.9,44.9,44.9,0,0.15,0.15,0.15,97.77,0.33,3.97,2.87,2.55,2.62,2.41,66.77,3.67,43.01,3,425,93.11,64.84,2.35,32.71,1966,9.17,0.84,33300,47900,71400,38100,111,174,245,134,263,21.4,16.6,12.7,0,0,0.33,87.64,58.85,87.2,94.33,40.2,370.6,0.25,0
yes,41333,3.27,3.84,66,6.63,53.45,16.8,35.99,18.99,6.46,41333,100,31889,84.65,0.44,22.62,18.64,12.24,11.69,34200,11038,12123,11670,10314,11956,8029,5699,14.28,18.49,37.27,12.14,8.28,64.44,24.07,18.72,21.83,17.57,9.92,39.83,14.51,12.21,3.65,69.33,62.64,78.29,69.02,59.98,62.26,1615,5.59,12198,21.36,33.83,44.08,54.7,6.3,9.98,13.01,16.14,53.11,14.45,16.47,12.13,3.17,3.1,3.24,47.07,21.61,65.45,2,581,95.61,48.16,1.72,21.86,1967,6.28,0.22,123700,150800,179600,55900,482,585,686,204,650,29,24.9,11.3,0,0,29.51,49.42,42.76,82.48,87.62,9.3,4433,2.57,0
yes,51266,2.83,0.95,76.55,4.06,33.93,13.94,30.43,14.79,9.63,51266,100,39967,83.03,0.71,40.01,21.89,6.42,15.66,44767,16196,17932,16397,13690,15170,10161,4082,8.03,9.97,23.7,18.39,5.51,67.75,22.82,18.38,14.94,25.18,9.57,33.24,14.62,12.13,3.29,73.32,68.74,82.59,75.6,59.97,69.25,1274,3.44,10183,20.13,31.42,40.16,51.15,4,6.24,7.98,10.16,69.36,9.22,9.52,6.88,2.81,2.84,2.78,57.01,11.2,54.2,2,558,97.01,56.43,1.43,14.87,1965,3.12,0.33,163900,201700,260700,96800,549,634,751,202,685,28.4,23.5,11.8,21,2,19.86,50.16,48.58,71.6,91.08,7.6,6759.8,1.75,0
yes,19899,2.79,7.51,90.43,0.82,2.18,14.58,27.85,13.2,10.82,19899,100,31250,82.46,0.27,37.63,24.32,8.71,17.82,35327,12996,13242,10430,23731,5321,10767,1831,9.58,9.34,29.61,9.81,7.4,59.05,29.5,19.22,22.03,16.49,12.08,30.31,15.54,13.93,3.19,68.87,67.54,84.15,72.53,54.33,63.39,618,3.72,650,7.38,8.92,17.69,18.15,0.24,0.29,0.58,0.59,95.94,0.73,5.63,4.13,2.7,2.93,2.28,69.44,4.16,44.94,3,187,97.45,63.86,1.07,22.99,1956,2.96,0.76,39100,48700,60600,21500,294,358,430,136,400,23.7,16.3,12.4,0,0,3.27,74.23,57.4,91.57,96.39,6.2,3191,0.48,0
no,11511,2.75,1.48,97.16,0.48,1.36,14.78,26.35,12.8,8.7,5794,50.33,43937,83.68,1.65,52.41,22.19,3.92,21.45,48647,17355,17476,15225,9357,6285,13822,433,3.77,4.83,14.9,16.83,5.94,63.95,32.24,22.3,18.49,25.01,7.83,24.96,10.05,8.96,3.11,83.62,81.64,85.84,80.61,53.45,62.6,116,1.37,244,0,2.87,6.56,11.07,0,0.06,0.14,0.23,96.12,0.89,3.52,2.87,2.75,2.84,2.1,89.87,1.36,27.54,3,123,97.15,86.77,0.81,44.72,1970,0.43,0.16,55800,67800,82700,26900,364,404,446,82,468,16.8,14,12.7,0,0,2.12,80.51,61.07,92.24,96.12,37,311.3,0.16,0
no,55180,2.68,0.38,95.16,3.65,0.61,21.3,36.28,24.12,11.34,55180,100,24535,75.62,0.94,53.83,27.84,9.04,15.8,32441,11467,11906,2195,8882,2620,3674,9580,18.82,7.35,15.1,23.87,5.91,60.01,13.51,30.95,12.97,27.1,7.07,40.04,9.22,8.24,3.05,75.63,75.69,82.2,77.14,61.46,71.83,786,2.06,1914,45.66,63.58,69.91,79.62,1.58,2.21,2.42,2.76,94.43,1.13,3.9,2.86,2.48,2.63,2.27,60.71,2.29,50.13,2,755,96.46,57.2,0.66,25.56,1958,1.95,0.54,40500,52900,69200,28700,210,283,360,150,351,27.5,18.3,13.3,9,4,3.47,73.02,43,67.46,87.13,24.9,2212.3,1.37,0
yes,12392,2.44,0.15,99.3,0.4,0.39,12.48,23.43,10.63,15.82,0,0,24296,74.16,1.3,49.48,35.23,6.66,13.34,31505,12171,12250,380,45500,1414,0,1279,10.72,8.37,17.27,14.91,3.73,59.68,15.44,31.85,18.59,20.85,9.48,21.51,11.67,10.69,2.97,77.09,76.67,86.73,71.95,70.4,76.8,79,0.73,142,6.34,12.68,12.68,45.77,0.07,0.15,0.15,0.52,97.3,0.3,3.49,2.3,2.37,2.51,2.05,72.23,1.1,49.23,3,246,95.39,67.95,2.03,39.02,1939,4.56,0.41,26700,38900,54600,27900,169,232,292,123,294,22.7,16.4,13.2,0,0,1.15,82.45,54.82,81.51,93.19,9.2,1351.7,0.26,0
yes,15600,3.19,1.1,90.42,8.1,1.94,14.99,24.83,13.06,8.19,13977,89.6,74825,90.84,1.66,65.16,21.51,2.23,15.54,78445,29785,30197,16468,0,26432,16910,122,0.79,4.36,11.91,38.37,4.7,68.51,18.42,22.31,8.5,41.27,4.44,28.38,5.99,5.23,3.38,91.14,89.03,98.75,91.14,48.84,61.85,5,0.05,1646,12.7,17.13,22.17,23.39,1.34,1.81,2.34,2.47,84.08,1.55,5.37,4.7,3.15,3.19,2.72,92.63,0.98,16.09,3,237,95.38,91.49,0.84,48.1,1967,0.41,0.23,214100,280800,375100,161000,586,786,1001,415,1001,24,22,12.8,0,0,10.55,57.32,69.2,81.81,92.64,19.5,798.4,3.62,0
yes,35761,2.7,10.14,69.66,4.53,28.46,12.7,28.61,13.22,9.73,35758,100,35684,78.51,0.87,37.31,23.06,8.38,11.53,40803,15495,17770,11696,17835,14352,8575,4384,12.37,9.43,22.7,19.72,6.2,65.73,17.95,22.88,12.8,27.64,11.82,34.57,17.34,14.69,3.23,67.59,63.13,75.88,68.21,55.76,63.9,1611,6.86,7066,24.12,35.71,44.64,53.96,4.76,7.06,8.82,10.66,71.75,8.48,9.51,6.41,2.68,2.65,2.72,46.36,11.95,67.05,2,702,94.97,46.99,2.28,18.95,1957,2.82,0.7,175500,234900,316600,141100,472,590,700,228,654,28.6,24.7,11.2,0,0,19.76,49.88,44.42,83.84,88.35,13.8,2582.4,3.44,0
yes,13325,2.61,0.25,98.73,0.68,1.25,12.71,21.28,10.19,18.55,0,0,31689,66.32,0.63,47.47,40.74,5.2,25.7,34772,14628,14386,120,7368,82133,15817,1022,7.72,7.71,27.82,12.48,6.23,54.54,6,22.44,11.17,21.66,7.24,23.91,10.19,8.79,3.03,79.43,76.53,85.1,87.03,51.52,67.17,125,1.19,599,3.67,5.01,7.18,7.18,0.17,0.23,0.32,0.32,92.54,0.67,4.06,3.01,2.58,2.55,2.72,82.86,1.49,26.22,3,3183,61.64,83.73,0.41,45.77,1974,2.27,0.4,104800,132300,169800,65000,439,584,672,233,732,29.6,29,16.6,0,0,4.48,63.11,57.22,81.36,94.25,49.3,270.3,0.92,0
no,13989,2.48,3.77,87.34,0.3,13.97,13.4,24.92,12.38,17.24,0,0,20742,64.95,0.82,45.55,37.23,14.32,23.05,26537,10172,10779,5055,8009,6695,4771,2593,18.67,12.6,29.22,10.18,11.19,52.03,26.3,26.55,22.76,16,9.49,32.35,12.37,11.06,3.06,64.53,62.07,72.18,67.36,54.12,66.96,599,4.92,288,6.94,8.68,11.11,18.06,0.14,0.18,0.23,0.37,83.02,2.98,4.77,3.17,2.46,2.54,2.3,67.11,1.95,36.53,3,300,94.96,64.9,2.67,51,1939,9.52,0.12,31400,41700,56400,25000,201,256,302,101,320,31.9,16.9,14.3,0,0,2.06,81.52,63.16,89.58,93.2,4.7,2980.2,0.83,0
no,16534,2.07,1.54,95.23,2.26,1.16,9.46,33.92,14.96,12.69,16534,100,29584,79.55,0.51,44.86,23.47,4.35,11.29,36008,17106,17419,12581,14884,9328,9684,1116,6.89,5.02,13.06,26.02,2.2,73.1,19.78,18.94,10.16,27.59,11.54,40.03,15.19,13.55,2.74,63.45,65.16,73.31,54.65,75.19,79.63,401,3.72,687,17.18,26.64,43.38,54.15,0.71,1.11,1.8,2.25,94.42,0.84,1.75,0.87,2.04,2.44,1.82,42.08,2.47,72.06,2,599,93.01,35.17,0,29.55,1968,1.3,0.09,70800,86700,109400,38600,402,493,584,182,520,24.7,19.8,11.8,0,0,4.16,65.97,38.42,72.39,86.06,4.2,3905.1,3.36,0
no,18820,2.56,5.19,86.08,3.3,12.01,10.97,26.47,10.85,11.49,18820,100,41875,84.51,0.72,53.33,23.02,2.99,14.09,50601,19031,19755,17052,13939,17352,11168,685,3.66,7.7,16.81,28.05,3.76,70.99,19.75,24.23,12.23,30.53,8.25,31.89,11.01,9.68,3.09,80.07,79.12,93.11,77.88,62.82,71.01,247,2.04,2708,10.27,17.91,34.08,42.84,1.48,2.58,4.9,6.16,78.5,3.75,5.13,3.57,2.54,2.77,2.22,64.05,3.96,52.08,2,443,94.31,58.79,0.23,41.99,1951,1.61,0.23,143400,164000,186600,43200,522,615,705,183,678,25.7,23.9,16.3,9,0,14.39,59.87,55.52,67.99,89.49,2.9,6512.1,5.04,0
no,12220,4.32,0.06,98.01,0.86,2.06,21.23,28.04,12.06,3.71,12220,100,43804,90.99,2.87,42.37,13.46,3.16,11.56,45205,10626,10712,0,13712,10702,6068,392,3.21,1.7,9.1,22.85,3.21,70.81,14.63,22.76,11.33,29.15,3.1,26.33,5.09,4.1,4.5,93.07,91.5,97.66,94.24,49.8,62.54,45,0.44,146,0,0,0,4.79,0,0,0,0.06,96.76,0.84,31.58,29.55,4.32,4.38,3.72,92.3,4.84,12.48,4,56,98.06,91.06,7.14,60.71,1979,0.6,0.42,78000,93900,118500,40500,257,367,544,287,512,21.7,23.3,12.8,0,0,1.19,75.24,51.42,88.33,92.45,20.9,585.8,1.27,0
yes,39806,2.81,43.48,55.19,0.87,1.13,19.21,33.9,19.65,9.72,0,0,21864,78.28,0.71,27.93,24.35,12.64,13.13,27231,11329,15675,5735,7818,18356,11580,8947,23.83,11.35,30.5,21.1,7.67,59.19,16.99,27.65,18.09,26.04,10.79,36.48,14.77,12.97,3.22,59.97,52.34,60.57,59.89,62.31,68.02,2641,8.59,720,25.28,31.53,36.67,37.64,0.46,0.57,0.66,0.68,96.02,0.5,6.44,4.44,2.65,2.72,2.59,51.28,5.61,44.1,3,1465,90.61,50.1,2.32,43.96,1968,10.61,0.79,37600,59600,85700,48100,161,264,338,177,359,26.5,19.9,13.2,1,0,1.81,67.26,42.6,71.56,84.71,27.4,1451.1,0.04,0
no,10809,2.82,5.39,67.49,0.16,45.71,15.38,25.45,11.08,14.65,0,0,17811,66.35,6.32,31.55,35.74,11.19,8.67,20853,9089,11649,2658,25000,0,3966,3522,32.97,28.2,48.48,8.07,11.51,47.93,4.94,21.51,17.38,17.19,7.58,22.62,10,8.86,3.36,79.32,72.72,85.77,76.51,38.12,46.82,263,2.41,339,2.65,8.55,8.55,23.6,0.08,0.27,0.27,0.74,56.84,6.74,9.85,7.31,2.8,2.74,2.98,75.5,10.79,45.59,3,511,88.22,77.04,3.33,57.53,1958,18.97,2.26,17200,33900,53700,36500,153,211,273,120,306,30,18.3,13.5,0,0,3.14,87.02,63.39,87.1,97,4.8,2242.5,0,0
yes,12183,2.41,38.95,60.35,0.33,0.61,13.16,24.77,11.85,18.12,0,0,21581,70,0.24,29.62,36.66,8.63,22.21,28031,11668,14121,7938,17400,11429,0,2212,18.5,18.32,38.79,15.26,6.23,53.76,37.99,21.94,27.64,23.38,12.26,29.06,15.39,14.04,2.96,56.34,49.98,50.58,55.87,68.14,75.4,747,6.82,83,0,0,60.24,60.24,0,0,0.41,0.41,97.88,0.34,3.88,2.65,2.37,2.41,2.31,59.19,3.24,53.01,2,315,94.13,58.15,0.95,58.41,1955,9.04,0.82,34300,49100,73600,39300,135,198,270,135,314,23.2,18.4,13.2,0,0,0.68,81.67,55.82,88.05,93.82,8.2,1487.2,0,0
no,12345,2.51,0.83,94.67,3.37,1.86,12.64,24.29,11.44,11.34,12362,100,37159,80.99,0.59,52.06,26.53,2.5,17.16,46275,17764,17929,19167,15260,13492,16721,443,3.63,2.41,10.01,27.18,3.3,69.35,18.3,22.71,9.76,33.13,10.17,26.67,14.44,12.42,3,78.76,79.29,96.03,76.55,50,70.2,85,0.94,796,5.03,7.91,13.69,20.98,0.32,0.51,0.88,1.35,93.27,0.52,3.7,2.56,2.48,2.71,2.06,71.3,2.03,48.33,3,227,95.59,65.36,0.88,14.1,1978,0.93,0,126000,156800,196500,70500,402,507,626,224,573,24.7,21.9,10.9,0,0,6.44,50.66,42.69,71.74,86.92,5.5,2241.3,6.84,0
yes,22519,2.78,17.84,80.61,0.74,1.47,13.68,29.77,13.52,7.7,22537,100,31448,83.78,1.07,36.9,19.08,5.11,17.56,35198,12556,13615,8097,9576,8062,10655,2175,9.83,5.7,16.7,25.54,4.22,67.32,15.27,24.27,13.39,29.23,8.42,24.87,12.9,10.78,3.16,77.21,75.01,81.77,76.71,61.53,67.8,446,2.84,450,7.33,13.11,16.44,21.56,0.15,0.26,0.33,0.43,95.9,0.64,3.97,3.05,2.73,2.98,2.35,65.22,3.04,39.92,3,731,91.73,59.67,3.28,39.12,1979,6.76,0.73,63100,81000,111600,48500,273,338,413,140,416,24.8,22.1,12.6,0,0,2,44.45,35.15,56.5,71.29,14.5,1558.2,0.18,0
no,49938,2.65,1.52,96.79,1.03,2.31,11.88,24.75,11.72,12.78,49938,100,44142,82.47,0.45,54.56,28.5,3.14,19.69,50204,19099,19193,17452,17098,16650,13952,1836,3.72,6.22,18.1,23.39,5.5,66.37,23.79,21.48,11.5,29.36,7.8,30.76,10.88,9.4,3.13,81.89,78.92,88.33,81.43,60.23,71.53,583,1.65,2604,8.64,12.52,15.86,19.12,0.45,0.65,0.83,1,92.42,0.64,4.03,2.89,2.62,2.75,2.21,79.93,1,37.39,3,1298,93.56,76.17,2.39,44.07,1955,0.66,0.23,150200,172400,210100,59900,507,656,818,311,748,26.1,23.3,14.2,50,0,5.21,66.29,66.71,83.52,92.45,23.4,2135.7,2.79,5.66
yes,85486,2.41,3.58,78.57,13.31,15.48,10.15,24.24,10.96,14.48,85486,100,42894,77.92,0.9,53.23,26.68,3.67,16.27,51502,22746,24613,15951,24179,16970,11933,5186,6.16,6.39,14.73,30.16,4.25,67.58,11.86,19.86,8.79,31.33,10.48,33.16,14.45,12.55,2.98,76.33,73.21,91.74,80.39,66.13,73.35,1396,2.51,20506,16.78,25.87,35.29,43.52,4.02,6.21,8.46,10.44,70.41,6.8,5.48,3.38,2.36,2.47,2.24,55.57,7.12,59.47,2,1448,96.08,53.17,0.83,17.06,1957,0.81,0.2,274200,349800,462200,188000,608,738,939,331,788,28.2,25.9,11.1,297,136,23.99,45.57,50.37,77.79,88.59,12.6,6758.9,6.79,5.41
