nonViolPerPop,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
4767.53,12839,2.46,7.24,91.65,0.54,0.86,14.38,25.65,12.85,16.85,0,0,20569,68.59,2.14,40.02,36.52,6.53,12.22,26654,10475,10832,5991,14440,6270,6043,2257,18.27,14.83,31.36,14.2,8.52,54.24,16.5,27.13,18.42,22.34,10.07,23.84,12.38,11.36,3,71.13,67.77,74.34,75.51,73.71,76.08,259,2.49,96,12.5,23.96,23.96,23.96,0.09,0.18,0.18,0.18,97.94,0.44,3.78,2.43,2.37,2.45,2.22,67.87,1.82,55.86,2,618,89.41,65.74,0.65,53.4,1954,10.58,0.58,19700,33200,52700,33000,134,188,242,108,277,25.3,18.1,13.4,0,0,0.75,75.46,50.83,77.48,88.98,10.5,1227.9,0.55,0
3181.33,30923,2.93,5.54,84.65,1.07,18.74,14.93,30.4,12.71,4.14,0,0,33228,90.56,0.77,36.48,11.4,2.52,9.1,36730,12764,13382,9410,15480,17843,8391,2761,9.05,6.79,14.97,22.12,4.03,75.79,20.67,19.2,12.02,25.78,9.48,24.47,14.76,12.22,3.32,78.66,76.4,87.14,78.88,70.86,76.61,213,1.11,1410,8.37,17.3,24.61,32.84,0.38,0.79,1.12,1.5,84.37,2.39,5.22,4.04,2.9,3.07,2.69,57.22,5.98,35.33,3,1131,90.33,53.96,3.18,30.5,1982,5.7,0.07,55500,69800,89400,33900,268,346,424,156,446,23.7,24,13.8,0,0,4.56,60.11,35.37,52.2,88.66,19.8,1561.8,0.22,0
1674.13,27974,3.43,3.62,90.11,5.84,2.12,15.61,23.54,11.83,7.01,23549,84.18,70039,89.19,1.41,60.96,18.76,2.54,11.71,74375,25349,26055,10379,78000,24527,13434,753,2.77,2.56,9.5,43.92,3.89,64.55,11.31,28.52,5.2,44.4,3.41,28.46,4.69,4.05,3.45,93.06,90.79,95.93,92.46,37.42,59.75,361,2.02,2608,11.43,14.26,19.29,23.35,1.07,1.33,1.8,2.18,85.73,1.3,4.77,4.32,3.27,3.29,2.8,95.34,0.52,19.32,4,344,95.95,94.56,2.33,69.19,1979,0.45,0.27,195600,245200,318700,123100,613,823,1001,388,1001,30.6,24.6,15.1,98,0,9.32,37.48,65.12,73.73,83.32,31.7,882.6,13.08,0
5473.6,99581,2.95,11.86,74.07,1.32,22.96,14.69,30.92,13.99,7.48,99581,100,35039,84.28,0.39,38.59,19.87,5.63,10.74,39941,13335,14977,8898,11838,14125,7938,10285,10.54,13.42,28.76,18.61,6.05,68.77,29.37,18.15,21.83,21.6,9.34,32.65,12.13,10.77,3.45,73.65,68.84,79.46,77.18,63.82,70.17,5151,7.25,11944,14.44,25.15,33.26,43.13,1.73,3.02,3.99,5.17,77.08,5.87,10.51,7.64,2.9,3.05,2.67,64.53,7.64,47.93,3,1911,94.64,61.42,6.96,23.55,1960,6.59,0.37,60900,81900,112600,51700,329,425,527,198,499,25.8,21.4,13.1,232,5,11.99,63.68,46.29,77.32,88.54,34.7,2870.1,3.37,0
2993.76,24309,2.55,0.48,98.46,0.67,0.54,13.27,25.93,12.62,13.12,23649,97.28,27493,75.79,0.87,41.91,28.72,8.12,13.17,32735,13511,13604,12309,6737,7291,15217,2583,10.91,10.24,23.27,19.08,6.69,61.75,22.48,26.65,16.71,25.48,10.27,28.79,13.11,11.77,3.01,71.75,71.04,75,74.09,64.31,72.69,567,3.01,696,18.82,18.82,25,26.44,0.54,0.54,0.72,0.76,81.97,1.1,3.15,2.19,2.47,2.72,2.14,62.77,1.26,51.52,2,859,91.75,56.97,1.75,42.49,1943,5.28,0.64,68200,87300,113500,45300,249,351,448,199,396,25.9,21.8,14,0,0,2.86,76.51,52.59,82.31,91.16,61.9,392.5,0.58,0
4564,15324,2.41,10.6,87.82,0.96,1.4,11.77,28.45,12.75,9.37,15324,100,35197,85.12,0.87,50.32,21.37,2.42,16.78,40757,15992,16115,16110,9633,9265,16766,682,4.45,5.9,17.59,20.23,3.96,72.3,25.34,18.22,10.35,29.45,10.53,29.75,15.09,12.93,2.99,73.9,72.03,88.68,73.65,71.16,76.92,197,1.85,362,5.25,9.39,17.13,19.89,0.12,0.22,0.4,0.47,95.76,0.45,3.27,2.17,2.41,2.64,2.02,69.44,1.18,44.36,3,410,93.94,63.49,0.73,16.34,1966,0.6,0,59700,68500,81700,22000,370,427,499,129,506,20.5,16.2,12,0,0,2.36,69.11,57.53,79.84,88.82,5.1,3023.7,0.76,0
8249.35,29034,2.27,0.82,91.82,0.99,11.11,14.12,25.56,14.13,17.05,29034,100,19042,66.78,0.94,39.4,31.88,9.59,17.68,23699,11723,12153,5741,7863,5748,6473,5980,21.65,8.37,22.87,17.91,8.53,52.4,9.55,27.33,13.64,26.02,15.48,29.98,17.92,16.79,2.85,61.04,59.91,68.4,61.59,54.02,66.44,398,1.57,993,11.98,19.23,27.69,35.05,0.41,0.66,0.95,1.2,91.41,1.14,3.25,1.87,2.15,2.29,2.02,53.52,2.33,56.99,2,888,93.52,50.37,2.93,32.77,1962,6.53,0.39,40800,54100,75200,34400,190,266,338,148,313,27.1,21,12.2,45,29,3.42,48.66,36.2,67,84.14,15.4,1887.3,0.13,0
1591.51,12002,2.95,0.3,98.68,0.9,0.71,12.56,24.35,11.83,8.02,10321,85.99,52707,90.25,1.13,55.67,17.63,2.7,14.91,57127,19100,19101,0,0,21259,15783,246,2.09,2.8,13.22,27.64,5.44,70.34,18.22,22.98,8.23,37.03,5.33,29.87,7.75,6.57,3.27,87.5,85.49,95.1,90.22,68.92,71.59,70,0.81,363,6.06,6.06,9.64,11.29,0.18,0.18,0.29,0.34,96.31,0.3,5.28,4.28,2.9,3,2.15,91.36,0.89,29.24,3,111,97.34,88.34,4.5,24.32,1961,0.62,0,159900,190300,240300,80400,414,643,825,411,710,24.2,22.8,12.3,0,0,3.02,80.21,67.37,87.98,96.43,13.7,873.9,2.55,0
6864.2,189126,2.74,18.54,76.39,1.14,4.97,14.61,30.18,15.13,11.21,189126,100,26809,78.03,0.26,39.82,26.02,10.72,14.2,32049,12070,13519,7564,6610,7152,6264,29103,16.12,8.4,23.55,20.85,7.35,60.88,24.01,25.86,19,24.25,10.74,36.2,13.74,12.35,3.2,62.73,60.07,70.54,64.25,61.93,68.28,11945,8.28,7456,15.88,25.08,34.91,40.46,0.63,0.99,1.38,1.6,92.03,1.57,6.93,4.68,2.6,2.75,2.38,63.34,2.84,46.57,3,4687,93.64,59.9,5.82,39.32,1947,6.65,0.4,41600,58300,77400,35800,273,346,427,154,414,28.3,19,13.8,525,13,3.94,74.5,48.95,82.55,91.55,45.9,4124.7,3.39,18.64
4068.1,11343,2.04,0.26,98.91,0.51,2.28,7.71,15.43,7.37,29.89,11343,100,38464,63.67,0.63,65.34,46.82,2.31,24.4,49389,26855,26897,0,0,37373,16188,438,3.86,1.99,10.3,31.13,2.95,49.31,16.66,23.66,5.13,38.38,9.56,20.89,11.12,10.4,2.58,80.75,80.47,88.25,92.56,67.44,77.27,71,0.71,767,6.39,9.52,12.91,19.82,0.43,0.64,0.87,1.34,92.51,0.38,1.42,0.86,2.04,2.13,1.74,80.83,0.5,60.23,2,1220,82.01,77.58,2.87,28.28,1970,0.11,0,94400,128200,200500,106100,483,558,745,262,648,27.6,20.1,13.4,0,0,6.76,16.44,57.81,79.19,83.32,3.4,3308.9,0,0
7902.86,137560,2.65,51.31,46.85,1.15,1.42,15.02,29.08,14.61,12.64,137557,100,22102,73.43,0.38,26.02,30.19,11.99,15.55,27076,10978,15236,7112,13525,10205,9335,29854,22.61,11.35,29.91,16.56,7.77,57.11,11.32,27.83,13.96,22.99,12.55,34.36,16.95,14.93,3.19,56.86,48.52,64.32,55.93,62.22,70.07,10274,9.14,2676,14.24,20.1,28.44,38.3,0.28,0.39,0.55,0.75,95.12,0.65,7.15,4.76,2.55,2.64,2.45,52.53,4.92,52.43,2,6824,88.39,50.67,15.67,54.75,1958,9.05,0.47,40300,54800,73300,33000,181,281,376,195,390,28.6,21.8,13.6,231,2,1.95,68.75,48.21,79.13,84.17,64.8,2121.4,6.22,27.35
5442.7,20612,2.66,3.75,95.26,0.51,0.56,14.65,27.14,13.22,12.16,0,0,25026,74.26,0.45,37.18,30.87,9.85,18.16,29073,11490,11494,7575,8505,54657,6966,2884,14.18,7.75,30.5,9.03,7.34,59.88,38.17,17.34,29.7,16.37,10.1,23.4,12.92,11.62,3.13,73.89,71.73,77.63,77.47,59.52,69.39,393,2.31,199,18.09,33.67,38.19,38.19,0.17,0.33,0.37,0.37,97.28,0.43,5.04,3.68,2.63,2.65,2.59,66.43,1.64,41.16,3,281,96.5,65.88,1.42,33.45,1948,8.18,0.2,36000,46200,61800,25800,217,280,332,115,374,24.1,16.3,13.1,0,0,0.97,83.68,55.68,88.16,93.89,7.7,2686,0.27,0
6833.44,95706,2.58,38.12,59.3,0.3,3.99,14.16,24.97,12.41,16.57,95706,100,17060,59.36,0.21,25.23,38.24,21.6,24.21,21625,8544,10106,6316,9103,3993,5637,27099,29.04,10.61,34.39,8.3,15.6,41.09,18.55,28.13,21.67,17.38,12.14,34.93,15.31,13.89,3.13,51.91,46.4,52.74,51.63,47.4,53.82,6990,8.39,2869,5.09,9.03,11.43,13.31,0.15,0.27,0.34,0.4,89.85,1.37,6.45,4.4,2.52,2.57,2.43,65.86,1.89,41.22,3,3763,90.77,64.62,10.44,52.38,1943,7.32,0.71,20400,31000,42700,22300,141,204,273,132,300,33.8,18.8,14.5,113,0,3,73.15,64.66,91.47,95.15,34.8,2747.9,2.43,0
2675.85,16425,2.87,1.21,96.68,1.47,2.55,13.3,23.35,10.97,10.28,14797,90.09,42235,84.71,0.48,56.3,25.15,2.68,22.17,44844,17659,17576,10663,0,32244,13348,466,2.88,7.25,18.25,20.88,2.87,68.71,28.69,22.29,14.71,29.3,5.42,23.68,7.11,6.28,3.15,88.98,87.5,94.2,89.68,55.65,71.38,87,0.79,624,1.12,3.85,14.26,22.28,0.04,0.15,0.54,0.85,92.08,0.71,3.59,2.97,2.84,2.93,2.3,88.96,0.58,21.42,3,206,96.52,86.34,0.49,43.69,1974,0.84,0.25,103300,130500,160100,56800,364,421,494,130,501,21.6,22.1,11.6,0,0,3.8,70.18,57.64,76.36,83.77,15.1,1087.2,0.42,0
3708.2,53797,2.9,6.14,91.22,2.03,1.47,14.22,27.73,12.46,7.82,52551,97.68,41224,87.53,0.57,42.42,19.34,3.72,13.61,45694,15393,15403,14949,13194,16459,11385,1786,3.35,5.68,18.6,18.92,5.21,68.7,13.94,22.64,11.36,27.16,8.18,29.17,11.43,9.86,3.33,80.81,79.08,90.69,83.12,59.94,67.52,790,2.3,1728,10.76,16.15,22.34,31.31,0.35,0.52,0.72,1.01,93.68,0.61,5.49,4.23,2.87,3.12,2.14,81.15,1.81,35,3,1366,93.13,74.72,5.34,64.35,1972,1.2,0.26,81900,104300,131000,49100,410,477,541,131,549,24.5,23.5,14.6,76,0,3.21,45.73,57.16,81.72,88.88,24.1,2234,6.4,0
5936.19,10040,2.6,0.88,87.54,1.94,14.69,14.75,26.11,12.58,11.8,0,0,20674,72.82,2.29,29.57,28.01,9.49,13.88,25501,9729,10335,5934,5628,14200,4182,1962,19.76,11.14,28.09,11.72,10.06,58.31,22.59,17.2,23.18,18.75,12.29,25.57,16.67,14.64,3.15,65.8,65.13,67.82,77.21,59.07,68.25,257,3.04,897,23.19,38.02,50.17,63.32,2.07,3.4,4.48,5.66,84.47,5.88,7.33,4.97,2.57,2.61,2.52,53.3,7.22,55.45,2,247,93.99,52.5,1.21,37.25,1973,9.53,0.41,35600,47800,62000,26400,188,252,299,111,307,23.4,20.2,15.3,0,0,8.93,44.16,41.64,76.87,85.64,5.9,1715.7,0,0
7311.89,76836,2.87,21.6,69.23,0.97,12.68,15.05,28.68,14.09,12.71,76836,100,30967,75.02,0.58,38.63,30.17,8.35,17.18,37198,13091,14661,9196,12151,35637,7698,9419,12.97,11.47,28.94,14.61,7.8,56.5,20.42,23.99,18.78,20.64,9.35,35.47,11.67,10.56,3.33,68.58,63.58,75.21,72.62,56.92,67.19,3255,5.39,5623,14,21.71,27.51,34.31,1.02,1.59,2.01,2.51,85.18,3.17,8.55,6.02,2.71,2.85,2.46,66.48,5.28,50.45,2,2264,92.2,63.11,11.57,43.51,1954,5.11,0.44,47700,64500,85600,37900,235,331,400,165,403,26.3,18.3,13.5,77,0,7.32,74.92,54.97,86.65,94.1,28.8,2666.1,2.89,0
7813.69,11163,2.52,19.44,79.4,0.7,1.02,12.36,26.78,12.67,13.11,11163,100,27065,78.27,0.73,36.69,30.41,6.95,17.74,32478,13928,15956,6203,7786,6992,6400,1024,9.3,10.33,26.53,16.5,4.88,64.77,12.48,21.48,14.27,19.71,9.89,27.09,12.43,11.27,2.98,70.83,64.02,86.79,65.76,77.18,77.86,375,4.37,147,18.37,23.13,26.53,56.46,0.24,0.3,0.35,0.74,96.24,0.5,3.46,2.46,2.49,2.51,2.45,67.99,2.68,41.18,3,286,93.94,67.44,2.45,33.22,1963,5.75,0.13,45800,56900,72400,26600,236,322,391,155,430,24.1,18.6,13.4,0,0,1.32,74.05,55.75,78.94,91.55,9.2,1217.1,1.42,0
12658.07,15520,3.33,2.07,56.77,4.87,67.37,15.81,29.07,14.59,11.06,15520,100,33313,79.94,0.17,20.68,31.93,17.31,18.86,37010,11196,12391,10292,10700,13775,9629,1636,10.57,14.36,40.94,7.06,8.61,58.33,28.17,16.49,23.17,14.86,9.2,33.5,14.65,12.04,3.75,71.46,60.6,78.27,65.92,56.07,61.59,795,5.43,3726,16.94,24.69,28.82,42.94,4.07,5.93,6.92,10.31,47.83,10.35,16.63,13.29,3.33,3.45,3.11,67.13,18.9,53.56,2,161,96.66,64.86,0.62,14.29,1958,2.75,0.33,144900,170400,191000,46100,405,578,695,290,629,28.7,23,11.2,0,0,24.01,56.76,59.32,90.86,94.16,9,1728.3,2.65,0
9154.85,23087,2.52,35.19,63.79,0.66,0.59,14.89,25.94,14.88,18.16,0,0,24081,71.18,0.39,36.5,35.88,9.11,18.64,30338,12953,16208,7116,9826,9228,4597,3277,15.58,11.71,30.65,20.71,4.31,54.78,29.03,26.11,22.8,25.19,11.09,33.13,13.67,12.48,2.92,58.94,53.22,63.14,64.51,65.83,74.26,1058,5.77,252,19.44,51.19,53.97,59.13,0.21,0.56,0.59,0.65,96.7,0.56,3.98,2.59,2.3,2.32,2.28,56.78,2.62,51.78,2,744,92.49,56.42,2.55,40.05,1958,7.65,0.45,39000,55500,83800,44800,179,263,331,152,353,24.6,17.7,12.7,24,0,1.09,75.64,49.85,79.16,89.6,17,1361.6,1.19,0
2753.13,29151,2.8,0.84,95.04,3.76,1.49,13.83,23.24,11.5,9.68,24155,82.86,61070,82.17,0.6,62.65,21.94,3.64,15.21,70757,26327,26442,29957,31504,22929,19743,854,2.93,2.98,8.78,52.49,4.05,66.8,21.25,34.18,4.51,53.69,4.58,27.45,7.71,6.24,3.26,87.08,86.89,93.69,86.82,53.32,66.84,217,1.03,2062,12.71,16.59,22.02,30.55,0.9,1.17,1.56,2.16,90.5,1.08,4.3,3.34,2.8,3.07,1.98,82,0.58,28.03,3,477,95.62,74.58,0.84,24.32,1961,0.43,0.31,201400,254800,332600,131200,357,594,794,437,659,26.4,22,13.9,0,0,7.07,64.87,68.34,80.57,90.94,32.1,907.4,2.64,0
2675.63,10433,2.51,0.44,98.73,0.41,0.4,11.98,24.63,11.31,13.56,0,0,34466,79.59,1.91,45.51,26.84,3.1,18.15,40134,15307,15319,16762,8998,10000,8881,472,4.59,3.42,15.5,18.85,2.43,67.82,13.53,22.77,12.69,27.15,8.75,20.95,12.55,10.8,2.96,79.63,78.71,91.86,76.74,66.3,75.54,55,0.66,83,26.51,26.51,26.51,26.51,0.21,0.21,0.21,0.21,97.92,0.4,2.37,1.71,2.47,2.65,2.11,71.61,1.01,42.88,3,143,96.68,66.78,0,27.97,1966,3.7,0.63,54600,69100,90100,35500,266,362,432,166,453,22.6,17.3,11.6,0,0,0.8,70.71,48.8,70.65,89.48,3.9,2705.7,0.11,0
2015.15,17655,2.75,0.14,98.91,0.66,0.78,13.65,23.26,12.34,16.04,17655,100,36418,74.04,0.87,53.54,38.1,4.36,24.36,42878,15030,14942,11920,0,28026,14341,611,3.49,16.38,30.13,21.2,6.26,61.9,19.66,27.8,13.33,27.03,5.1,26.73,6.74,5.96,3.1,84.45,80.65,90.66,83.75,75.33,80.98,110,0.77,1457,0.48,0.48,1.44,3.64,0.04,0.04,0.12,0.3,78.88,2.67,3.78,3.03,2.73,2.86,2.1,87.28,0.95,30.5,3,204,96.92,83.43,3.43,39.22,1956,0.56,0.2,117300,141400,167700,50400,256,441,544,288,513,23.1,17.8,13.1,0,0,8.25,79.21,78.11,95.74,96.64,8.4,2100.6,0.39,0
3951.38,19211,2.27,5.61,91.38,2.17,2.24,9.95,28.47,12.23,14.77,19211,100,32955,83.41,0.4,43.46,26.27,2.75,16.44,39475,16514,16643,16105,40218,12425,14163,524,2.77,7.52,25.96,15.81,4.89,67.98,16.73,20.49,12.63,25.64,11.49,32.19,13.29,12.43,2.92,75.67,73.85,88.53,78.02,62.85,70.78,214,1.68,803,14.07,25.78,36.99,43.09,0.59,1.08,1.55,1.8,92.61,0.73,3.13,1.84,2.23,2.64,1.83,58.74,1.45,67.76,2,598,93.41,49.76,3.01,9.53,1964,1.46,0.11,81500,94900,114000,32500,481,547,626,145,601,24.5,23.3,15,0,0,4.18,44.3,54.08,71.25,85,4,4818.2,4.13,0
4776.35,10891,2.48,1.46,96.5,0.39,2.45,13.55,24.72,11.44,14.76,0,0,25324,76.35,2.39,45.35,34.5,5.67,18.49,30679,11844,11854,13176,12233,17945,7676,961,8.92,7.33,23.31,12.04,5.73,60.93,34.81,22.58,28.08,20.33,9.02,22.3,11.43,10.32,3,77.96,75.89,87.88,79.51,64.91,76.99,84,0.96,48,0,0,0,16.67,0,0,0,0.07,97.32,0.39,3.45,2.42,2.45,2.52,2.26,74.03,1.05,37.52,3,347,92.67,71.86,1.73,49.86,1948,6.04,0.68,32100,43300,62600,30500,186,243,292,106,330,22.2,16.2,11.8,13,0,0.44,77.65,58.45,85.61,92.78,5.2,2102,0.2,0
2762.66,64942,2.79,2.66,91.45,2.03,8.13,13.25,26.44,11.5,7.86,64044,98.62,38802,85.47,0.31,36.82,18.87,3.61,16.63,41725,16427,16951,11691,11008,10846,10402,4555,7.1,4.19,17.51,17.34,5.39,68.22,8.37,15.91,10.62,24.1,12.67,23.98,15.56,14.14,3.17,77.19,73.88,83.47,78.59,58.16,68.61,838,1.85,3473,16.3,22.6,30.32,40.14,0.87,1.21,1.62,2.15,90.56,0.98,6.18,4.63,2.77,2.9,2.53,67.36,5.03,41.29,3,2163,91.48,64.29,0.79,10.26,1985,1.95,0.23,76500,100700,132700,56200,431,545,632,201,616,25.6,23.4,11.7,11,88,5.35,19.94,26.66,59.65,60.67,74.1,876.2,0.48,0
2640.32,32090,2.42,1.04,97.08,1.18,1.78,10.96,25.88,12.68,17.02,32090,100,32321,76.23,0.4,46.39,32.57,4.8,17.22,39556,16569,16695,14152,9040,12316,10554,2040,6.46,10.16,29.18,20.36,6.12,62.61,19.46,26.22,12.68,27.38,7.82,30.04,10.19,9.11,2.99,79.69,77.08,93.02,82.12,58.25,71.1,219,0.98,2552,10.58,17.59,21.2,25.04,0.84,1.4,1.69,1.99,84.37,1.79,3.24,2.15,2.38,2.77,1.81,69.01,1.38,55.79,2,877,93.8,59.32,0.23,17.9,1967,1.06,0.12,106500,129200,154900,48400,330,470,572,242,526,26.6,21.5,14.6,0,0,7.95,77.45,64.58,89.7,91.93,5.9,5456.7,2.38,0
1918.69,28028,2.45,3.94,93.73,2.08,0.87,10.81,23.42,10.73,11,26012,92.67,61144,87.38,1.37,73.09,19.55,1.39,14.61,75571,34078,35005,15786,11224,26899,32610,502,1.8,1.58,5.15,58.87,2.32,70.11,19.11,28.15,2.84,51.53,6.59,29.08,10.1,8.45,2.97,85.22,85.37,96.14,84.37,49.79,58.9,118,0.64,1593,23.6,26.74,30.32,37.66,1.34,1.52,1.72,2.14,93.72,0.62,2.86,1.95,2.44,2.6,1.94,81.21,0.55,32.35,3,497,95.83,76.37,0.6,23.14,1966,0.24,0.21,175000,231200,300300,125300,560,661,813,253,722,25.4,20.6,12.9,0,0,5.67,54.45,54.35,63.38,82.29,20.6,1363.7,10.24,0
2054.58,15600,3.19,1.1,90.42,8.1,1.94,14.99,24.83,13.06,8.19,13977,89.6,74825,90.84,1.66,65.16,21.51,2.23,15.54,78445,29785,30197,16468,0,26432,16910,122,0.79,4.36,11.91,38.37,4.7,68.51,18.42,22.31,8.5,41.27,4.44,28.38,5.99,5.23,3.38,91.14,89.03,98.75,91.14,48.84,61.85,5,0.05,1646,12.7,17.13,22.17,23.39,1.34,1.81,2.34,2.47,84.08,1.55,5.37,4.7,3.15,3.19,2.72,92.63,0.98,16.09,3,237,95.38,91.49,0.84,48.1,1967,0.41,0.23,214100,280800,375100,161000,586,786,1001,415,1001,24,22,12.8,0,0,10.55,57.32,69.2,81.81,92.64,19.5,798.4,3.62,0
2121.46,24825,2.67,0.44,98.58,0.82,0.76,11.38,24.48,11.5,13.95,24825,100,43960,79.37,0.62,53.39,29.94,5.4,16.68,51815,19009,18976,14491,60121,27053,22771,1025,4.16,4.36,13.31,26.03,6.39,65.88,16.68,26.72,8.68,33.73,5.79,31.81,8.44,7.2,3.16,83.67,83.39,92.16,81.37,61.2,70.55,96,0.53,1131,0.53,2.12,5.39,10.26,0.02,0.1,0.25,0.47,94.28,0.86,4.47,3.25,2.64,2.89,2.01,78.05,0.69,38.31,3,224,97.65,71.22,1.34,24.55,1945,0.24,0.34,164800,190600,230800,66000,442,607,722,280,673,24.9,22.5,14.7,0,0,4.56,82.44,70.63,90.24,95.7,7.7,3208.9,7.37,0
9154.31,136611,2.44,45.71,51.71,1.96,1.18,15.72,32.98,17.52,10.08,136594,100,27256,81.99,0.56,36.71,21.79,7.3,13.08,35024,14498,18584,10060,12035,11834,10489,19163,14.9,8.72,21.54,35.4,4.72,65.21,12.56,42.05,9.54,34.05,10.59,40.96,14.49,12.71,2.96,59.32,55.48,68.44,58.32,71.04,78.2,8027,9.34,5205,31.37,43.46,52.93,61.71,1.2,1.66,2.02,2.35,93.75,0.85,3.96,2.39,2.3,2.49,2.14,47.91,3.05,58.01,2,4606,92.4,44.16,4.02,34,1970,6.32,0.4,59500,80600,113300,53800,259,353,441,182,440,24.8,22.5,13.8,125,1,3.81,61.34,39.46,66.86,77.42,71.8,1903.5,3.05,0
5166.28,14369,2.47,1.22,97.54,0.9,0.57,11.45,22.27,10.81,15.95,11935,83.06,32124,75.35,0.17,58.06,31.84,2.66,21.17,38492,15169,15328,10924,0,7002,7363,560,4.02,10.58,24.42,14.7,3.26,62.31,28.21,20.11,18.02,24.69,7.07,22.46,8.11,7.62,2.84,86,84.2,92.88,87.27,61.98,75.71,55,0.5,333,7.81,7.81,7.81,12.01,0.18,0.18,0.18,0.28,95.39,0.44,1.76,1.27,2.41,2.56,1.92,80.7,0.45,39.42,3,215,96.43,75.86,0.47,22.33,1966,0.88,0.2,65900,82700,99300,33400,316,441,513,197,518,23.9,20.2,11.9,0,0,2.32,84.48,60.62,89.92,93.82,20.8,691.2,0.85,0
8773.3,54732,2.61,24.88,74,0.7,0.54,14.29,26.84,13.31,13.02,54732,100,25910,76,0.69,29.87,30.46,9.19,15.2,31205,12684,14373,7696,13449,13007,9628,7622,14.19,17,37.58,15.98,5.3,61.87,35.21,17.11,25.65,21.9,11.66,28.02,14.8,13.37,3.06,64.24,57.42,66.6,67.46,63.13,70.86,2716,5.9,586,10.92,19.11,38.57,47.95,0.12,0.2,0.41,0.51,97.1,0.4,4.48,3.24,2.56,2.61,2.48,59.56,3.46,50.11,2,1213,94.54,58.23,3.05,32.81,1964,5.99,0.23,40300,60200,88400,48100,177,272,367,190,378,24,19.2,13,79,12,1.07,73.95,54.77,86.02,91.7,31.5,1739.3,0.87,0
6474.18,16609,3.11,49.86,48.46,0.67,1.24,25.63,37.21,25.06,11.51,0,0,14509,66.06,1.65,24.72,28.39,17.48,14.63,16407,7371,10918,3891,15156,6203,6267,5616,39.79,17.18,32.7,22.05,14.52,46.72,10.92,37.62,13.25,25.35,7.88,47.58,13.5,11.04,3.31,51.34,42.01,45.91,52,64.64,70.61,1640,12.57,147,12.24,20.41,31.97,36.73,0.11,0.18,0.28,0.33,97.09,0.34,8.31,5.66,2.65,2.67,2.63,54.32,5.7,44.54,3,756,87.59,53.87,5.95,64.68,1967,12.03,0.53,33400,49800,70200,36800,118,207,275,157,305,35.1,22.1,15.8,0,0,0.89,82.59,48.81,75.89,93.04,10.5,1585.4,0,0
7759.28,17647,2.56,0.44,89.58,1.39,10.89,14.1,27.35,13.21,12.17,0,0,27022,74.87,0.3,40.25,26.92,9.32,15.01,33593,13486,14118,11095,10780,9288,7631,2274,13.21,6.56,18.19,17.65,5.91,60.51,15.49,21.85,13.36,23.78,11.99,28.14,16.77,14.5,3.09,70.26,68.94,71.19,81.92,67.16,69.97,371,2.72,1226,10.44,18.68,25.45,37.77,0.73,1.3,1.77,2.62,89.3,2.51,5.2,3.46,2.5,2.67,2.27,60.74,4.84,50.33,2,282,96.07,56.85,2.13,23.05,1972,6.45,0.46,61700,78500,99300,37600,283,359,439,156,426,26.8,18.5,11.5,58,2,6.95,56.45,42.5,71.65,84.74,8.7,2020,0.35,0
